episode,reward,r_acc
4301,-30678.527344,-30678.526316
4302,-32515.736328,-32515.736842
4303,-31978.158203,-31978.157895
4304,-32662.685547,-32662.684211
4305,-31425.367188,-31425.368421
4306,-30836.156250,-30836.157895
4307,-30678.527344,-30678.526316
4308,-32787.578125,-32787.578947
4309,-29233.736328,-29233.736842
4310,-31424.419922,-31424.421053
4311,-30996.894531,-30996.894737
4312,-29672.630859,-29672.631579
4313,-31419.892578,-31419.894737
4314,-31723.789062,-31723.789474
4315,-29450.105469,-29450.105263
4316,-28586.843750,-28586.842105
4317,-30549.261719,-30549.263158
4318,-30846.736328,-30846.736842
4319,-30432.628906,-30432.631579
4320,-28838.525391,-28838.526316
4321,-29247.896484,-29247.894737
4322,-30893.265625,-30893.263158
4323,-30681.316406,-30681.315789
4324,-29971.052734,-29971.052632
4325,-30892.841797,-30892.842105
4326,-30810.208984,-30810.210526
4327,-29294.421875,-29294.421053
4328,-27613.789062,-27613.789474
4329,-32090.578125,-32090.578947
4330,-28809.156250,-28809.157895
4331,-29178.789062,-29178.789474
4332,-31496.580078,-31496.578947
4333,-31129.261719,-31129.263158
4334,-30340.421875,-30340.421053
4335,-30519.789062,-30519.789474
4336,-30886.685547,-30886.684211
4337,-32022.947266,-32022.947368
4338,-30689.369141,-30689.368421
4339,-30765.107422,-30765.105263
4340,-30650.263672,-30650.263158
4341,-32203.369141,-32203.368421
4342,-31913.841797,-31913.842105
4343,-29824.681641,-29824.684211
4344,-31411.263672,-31411.263158
4345,-30549.421875,-30549.421053
4346,-32503.949219,-32503.947368
4347,-30019.630859,-30019.631579
4348,-28095.369141,-28095.368421
4349,-30616.841797,-30616.842105
4350,-31094.367188,-31094.368421
4351,-31621.369141,-31621.368421
4352,-30482.000000,-30482.000000
4353,-29442.210938,-29442.210526
4354,-29075.683594,-29075.684211
4355,-30858.947266,-30858.947368
4356,-31486.316406,-31486.315789
4357,-28965.052734,-28965.052632
4358,-31162.316406,-31162.315789
4359,-29831.105469,-29831.105263
4360,-32762.263672,-32762.263158
4361,-30531.316406,-30531.315789
4362,-31344.894531,-31344.894737
4363,-31522.736328,-31522.736842
4364,-29621.052734,-29621.052632
4365,-29396.103516,-29396.105263
4366,-29973.261719,-29973.263158
4367,-30230.052734,-30230.052632
4368,-30518.107422,-30518.105263
4369,-32597.052734,-32597.052632
4370,-29930.474609,-29930.473684
4371,-31060.050781,-31060.052632
4372,-28863.210938,-28863.210526
4373,-30755.470703,-30755.473684
4374,-28636.367188,-28636.368421
4375,-31197.105469,-31197.105263
4376,-31422.683594,-31422.684211
4377,-29238.841797,-29238.842105
4378,-29678.474609,-29678.473684
4379,-30663.421875,-30663.421053
4380,-29644.472656,-29644.473684
4381,-31004.894531,-31004.894737
4382,-28400.472656,-28400.473684
4383,-31119.158203,-31119.157895
4384,-29543.263672,-29543.263158
4385,-31554.580078,-31554.578947
4386,-33511.156250,-33511.157895
4387,-31005.367188,-31005.368421
4388,-29675.263672,-29675.263158
4389,-32386.789062,-32386.789474
4390,-29728.474609,-29728.473684
4391,-28536.949219,-28536.947368
4392,-30017.947266,-30017.947368
4393,-32998.210938,-32998.210526
4394,-29954.949219,-29954.947368
4395,-30906.896484,-30906.894737
4396,-29045.789062,-29045.789474
4397,-29685.156250,-29685.157895
4398,-28252.738281,-28252.736842
4399,-30522.685547,-30522.684211
4400,-29709.789062,-29709.789474
4401,-29686.158203,-29686.157895
4402,-27604.578125,-27604.578947
4403,-29574.894531,-29574.894737
4404,-31041.367188,-31041.368421
4405,-32137.263672,-32137.263158
4406,-31724.738281,-31724.736842
4407,-29058.896484,-29058.894737
4408,-30932.839844,-30932.842105
4409,-29674.527344,-29674.526316
4410,-30061.789062,-30061.789474
4411,-30918.367188,-30918.368421
4412,-31256.683594,-31256.684211
4413,-30381.683594,-30381.684211
4414,-30370.578125,-30370.578947
4415,-29763.843750,-29763.842105
4416,-31219.050781,-31219.052632
4417,-30435.527344,-30435.526316
4418,-30657.158203,-30657.157895
4419,-30454.052734,-30454.052632
4420,-31725.208984,-31725.210526
4421,-32934.839844,-32934.842105
4422,-30401.316406,-30401.315789
4423,-28578.525391,-28578.526316
4424,-30684.419922,-30684.421053
4425,-29535.894531,-29535.894737
4426,-30337.947266,-30337.947368
4427,-29680.681641,-29680.684211
4428,-30731.419922,-30731.421053
4429,-30875.894531,-30875.894737
4430,-32313.000000,-32313.000000
4431,-30366.736328,-30366.736842
4432,-29521.736328,-29521.736842
4433,-31254.107422,-31254.105263
4434,-31251.158203,-31251.157895
4435,-29678.949219,-29678.947368
4436,-29804.158203,-29804.157895
4437,-30236.525391,-30236.526316
4438,-31455.843750,-31455.842105
4439,-30207.630859,-30207.631579
4440,-29746.052734,-29746.052632
4441,-29871.421875,-29871.421053
4442,-30128.369141,-30128.368421
4443,-28425.052734,-28425.052632
4444,-31710.525391,-31710.526316
4445,-31272.841797,-31272.842105
4446,-29578.630859,-29578.631579
4447,-30795.841797,-30795.842105
4448,-30697.949219,-30697.947368
4449,-28429.000000,-28429.000000
4450,-29228.789062,-29228.789474
4451,-27075.314453,-27075.315789
4452,-30091.421875,-30091.421053
4453,-29671.000000,-29671.000000
4454,-28499.789062,-28499.789474
4455,-29774.947266,-29774.947368
4456,-30491.791016,-30491.789474
4457,-30779.947266,-30779.947368
4458,-30690.896484,-30690.894737
4459,-29305.314453,-29305.315789
4460,-31283.630859,-31283.631579
4461,-30409.472656,-30409.473684
4462,-31781.789062,-31781.789474
4463,-31238.841797,-31238.842105
4464,-30140.683594,-30140.684211
4465,-31312.210938,-31312.210526
4466,-30712.263672,-30712.263158
4467,-31019.263672,-31019.263158
4468,-30933.000000,-30933.000000
4469,-30822.894531,-30822.894737
4470,-30543.947266,-30543.947368
4471,-29525.158203,-29525.157895
4472,-27492.998047,-27493.000000
4473,-29824.683594,-29824.684211
4474,-28985.896484,-28985.894737
4475,-29774.156250,-29774.157895
4476,-31527.261719,-31527.263158
4477,-29730.580078,-29730.578947
4478,-30565.208984,-30565.210526
4479,-30992.103516,-30992.105263
4480,-29277.630859,-29277.631579
4481,-29539.474609,-29539.473684
4482,-30942.208984,-30942.210526
4483,-31793.630859,-31793.631579
4484,-28826.841797,-28826.842105
4485,-29958.208984,-29958.210526
4486,-29913.316406,-29913.315789
4487,-31500.158203,-31500.157895
4488,-31303.419922,-31303.421053
4489,-29781.419922,-29781.421053
4490,-31381.787109,-31381.789474
4491,-29684.474609,-29684.473684
4492,-30945.419922,-30945.421053
4493,-30905.316406,-30905.315789
4494,-29809.052734,-29809.052632
4495,-30960.314453,-30960.315789
4496,-29565.105469,-29565.105263
4497,-30538.525391,-30538.526316
4498,-30688.369141,-30688.368421
4499,-30769.472656,-30769.473684
4500,-29264.791016,-29264.789474
4501,-31343.947266,-31343.947368
4502,-29362.369141,-29362.368421
4503,-30146.421875,-30146.421053
4504,-29471.105469,-29471.105263
4505,-30485.841797,-30485.842105
4506,-29734.736328,-29734.736842
4507,-31796.580078,-31796.578947
4508,-29742.316406,-29742.315789
4509,-29190.736328,-29190.736842
4510,-28421.947266,-28421.947368
4511,-30910.263672,-30910.263158
4512,-28776.789062,-28776.789474
4513,-31429.894531,-31429.894737
4514,-30800.474609,-30800.473684
4515,-31824.105469,-31824.105263
4516,-29440.103516,-29440.105263
4517,-29874.314453,-29874.315789
4518,-29179.892578,-29179.894737
4519,-30606.947266,-30606.947368
4520,-30153.894531,-30153.894737
4521,-29304.210938,-29304.210526
4522,-30485.841797,-30485.842105
4523,-31654.896484,-31654.894737
4524,-30986.791016,-30986.789474
4525,-28699.841797,-28699.842105
4526,-31145.000000,-31145.000000
4527,-31308.316406,-31308.315789
4528,-30193.263672,-30193.263158
4529,-29400.419922,-29400.421053
4530,-28391.369141,-28391.368421
4531,-29749.841797,-29749.842105
4532,-29746.580078,-29746.578947
4533,-30067.527344,-30067.526316
4534,-31619.421875,-31619.421053
4535,-29770.685547,-29770.684211
4536,-30339.314453,-30339.315789
4537,-29360.054688,-29360.052632
4538,-31070.841797,-31070.842105
4539,-30324.998047,-30325.000000
4540,-31342.843750,-31342.842105
4541,-30395.525391,-30395.526316
4542,-30371.738281,-30371.736842
4543,-29859.261719,-29859.263158
4544,-30178.685547,-30178.684211
4545,-31190.000000,-31190.000000
4546,-31506.316406,-31506.315789
4547,-29665.000000,-29665.000000
4548,-30260.054688,-30260.052632
4549,-29856.841797,-29856.842105
4550,-29837.158203,-29837.157895
4551,-30838.947266,-30838.947368
4552,-31700.208984,-31700.210526
4553,-30655.421875,-30655.421053
4554,-29724.367188,-29724.368421
4555,-30801.314453,-30801.315789
4556,-27923.841797,-27923.842105
4557,-31828.210938,-31828.210526
4558,-30073.160156,-30073.157895
4559,-30618.791016,-30618.789474
4560,-32264.316406,-32264.315789
4561,-29996.578125,-29996.578947
4562,-29187.103516,-29187.105263
4563,-30562.896484,-30562.894737
4564,-30884.685547,-30884.684211
4565,-30168.947266,-30168.947368
4566,-30693.316406,-30693.315789
4567,-28197.527344,-28197.526316
4568,-29572.630859,-29572.631579
4569,-32001.736328,-32001.736842
4570,-31851.578125,-31851.578947
4571,-30036.263672,-30036.263158
4572,-29102.949219,-29102.947368
4573,-30435.158203,-30435.157895
4574,-29275.949219,-29275.947368
4575,-30371.263672,-30371.263158
4576,-31242.263672,-31242.263158
4577,-30292.841797,-30292.842105
4578,-31020.841797,-31020.842105
4579,-30348.474609,-30348.473684
4580,-30604.949219,-30604.947368
4581,-30161.314453,-30161.315789
4582,-29802.527344,-29802.526316
4583,-28559.052734,-28559.052632
4584,-29952.683594,-29952.684211
4585,-30509.791016,-30509.789474
4586,-29784.947266,-29784.947368
4587,-30380.789062,-30380.789474
4588,-31327.208984,-31327.210526
4589,-29474.000000,-29474.000000
4590,-29725.263672,-29725.263158
4591,-31600.000000,-31600.000000
4592,-32145.736328,-32145.736842
4593,-31441.683594,-31441.684211
4594,-29720.632812,-29720.631579
4595,-31908.839844,-31908.842105
4596,-30553.632812,-30553.631579
4597,-30419.052734,-30419.052632
4598,-28523.000000,-28523.000000
4599,-30403.000000,-30403.000000
4600,-32212.156250,-32212.157895
4601,-30432.947266,-30432.947368
4602,-28486.949219,-28486.947368
4603,-28978.052734,-28978.052632
4604,-30646.103516,-30646.105263
4605,-31842.947266,-31842.947368
4606,-30705.158203,-30705.157895
4607,-29594.263672,-29594.263158
4608,-32362.580078,-32362.578947
4609,-30739.841797,-30739.842105
4610,-29577.474609,-29577.473684
4611,-29018.949219,-29018.947368
4612,-29588.841797,-29588.842105
4613,-31560.105469,-31560.105263
4614,-31909.208984,-31909.210526
4615,-32410.212891,-32410.210526
4616,-30582.369141,-30582.368421
4617,-29843.683594,-29843.684211
4618,-30248.210938,-30248.210526
4619,-30741.472656,-30741.473684
4620,-29227.632812,-29227.631579
4621,-29427.263672,-29427.263158
4622,-30960.000000,-30960.000000
4623,-30956.789062,-30956.789474
4624,-27615.156250,-27615.157895
4625,-30409.630859,-30409.631579
4626,-31735.896484,-31735.894737
4627,-29693.417969,-29693.421053
4628,-30018.945312,-30018.947368
4629,-30434.841797,-30434.842105
4630,-30957.052734,-30957.052632
4631,-31557.841797,-31557.842105
4632,-29302.052734,-29302.052632
4633,-30463.208984,-30463.210526
4634,-30135.525391,-30135.526316
4635,-30647.527344,-30647.526316
4636,-31314.841797,-31314.842105
4637,-31015.421875,-31015.421053
4638,-30671.156250,-30671.157895
4639,-31586.789062,-31586.789474
4640,-29780.472656,-29780.473684
4641,-31482.001953,-31482.000000
4642,-30734.525391,-30734.526316
4643,-31925.527344,-31925.526316
4644,-32131.683594,-32131.684211
4645,-29651.421875,-29651.421053
4646,-29111.683594,-29111.684211
4647,-29017.630859,-29017.631579
4648,-30561.685547,-30561.684211
4649,-31170.261719,-31170.263158
4650,-29096.841797,-29096.842105
4651,-30293.000000,-30293.000000
4652,-30830.894531,-30830.894737
4653,-31634.208984,-31634.210526
4654,-29653.578125,-29653.578947
4655,-28509.736328,-28509.736842
4656,-31406.419922,-31406.421053
4657,-30913.630859,-30913.631579
4658,-30191.316406,-30191.315789
4659,-30473.208984,-30473.210526
4660,-30667.421875,-30667.421053
4661,-29809.054688,-29809.052632
4662,-29276.947266,-29276.947368
4663,-30257.683594,-30257.684211
4664,-31123.472656,-31123.473684
4665,-30605.105469,-30605.105263
4666,-29565.263672,-29565.263158
4667,-30653.419922,-30653.421053
4668,-31103.158203,-31103.157895
4669,-29383.736328,-29383.736842
4670,-29931.105469,-29931.105263
4671,-32469.685547,-32469.684211
4672,-29261.525391,-29261.526316
4673,-30005.947266,-30005.947368
4674,-29485.052734,-29485.052632
4675,-30357.527344,-30357.526316
4676,-31180.158203,-31180.157895
4677,-31175.632812,-31175.631579
4678,-30683.472656,-30683.473684
4679,-30431.369141,-30431.368421
4680,-30314.947266,-30314.947368
4681,-28452.369141,-28452.368421
4682,-29913.525391,-29913.526316
4683,-30552.367188,-30552.368421
4684,-30001.263672,-30001.263158
4685,-30360.527344,-30360.526316
4686,-29854.947266,-29854.947368
4687,-29553.421875,-29553.421053
4688,-28986.578125,-28986.578947
4689,-30360.000000,-30360.000000
4690,-28396.105469,-28396.105263
4691,-31152.527344,-31152.526316
4692,-30359.158203,-30359.157895
4693,-29192.738281,-29192.736842
4694,-29722.316406,-29722.315789
4695,-30946.630859,-30946.631579
4696,-29932.896484,-29932.894737
4697,-30179.839844,-30179.842105
4698,-30245.474609,-30245.473684
4699,-30650.896484,-30650.894737
4700,-30719.367188,-30719.368421
4701,-30590.367188,-30590.368421
4702,-29954.472656,-29954.473684
4703,-29746.630859,-29746.631579
4704,-28888.578125,-28888.578947
4705,-29584.103516,-29584.105263
4706,-31299.525391,-31299.526316
4707,-28798.947266,-28798.947368
4708,-29931.947266,-29931.947368
4709,-30078.630859,-30078.631579
4710,-29809.630859,-29809.631579
4711,-29478.369141,-29478.368421
4712,-29192.894531,-29192.894737
4713,-32566.369141,-32566.368421
4714,-30367.632812,-30367.631579
4715,-30221.843750,-30221.842105
4716,-31654.367188,-31654.368421
4717,-29957.369141,-29957.368421
4718,-29801.419922,-29801.421053
4719,-29497.789062,-29497.789474
4720,-31260.105469,-31260.105263
4721,-29953.472656,-29953.473684
4722,-31487.839844,-31487.842105
4723,-31601.158203,-31601.157895
4724,-29955.421875,-29955.421053
4725,-28999.421875,-28999.421053
4726,-30429.894531,-30429.894737
4727,-29030.000000,-29030.000000
4728,-28893.472656,-28893.473684
4729,-30576.107422,-30576.105263
4730,-29308.683594,-29308.684211
4731,-30401.367188,-30401.368421
4732,-31608.160156,-31608.157895
4733,-29753.683594,-29753.684211
4734,-30114.208984,-30114.210526
4735,-30546.210938,-30546.210526
4736,-30644.632812,-30644.631579
4737,-29907.841797,-29907.842105
4738,-29354.949219,-29354.947368
4739,-30816.105469,-30816.105263
4740,-31199.419922,-31199.421053
4741,-29091.841797,-29091.842105
4742,-29603.632812,-29603.631579
4743,-30975.419922,-30975.421053
4744,-30009.789062,-30009.789474
4745,-30509.527344,-30509.526316
4746,-28190.578125,-28190.578947
4747,-29809.525391,-29809.526316
4748,-28913.105469,-28913.105263
4749,-31059.998047,-31060.000000
4750,-29160.000000,-29160.000000
4751,-30481.632812,-30481.631579
4752,-30770.947266,-30770.947368
4753,-30208.158203,-30208.157895
4754,-30528.000000,-30528.000000
4755,-30365.316406,-30365.315789
4756,-30409.738281,-30409.736842
4757,-30517.630859,-30517.631579
4758,-30982.314453,-30982.315789
4759,-27937.158203,-27937.157895
4760,-30472.527344,-30472.526316
4761,-30155.054688,-30155.052632
4762,-29311.472656,-29311.473684
4763,-29845.736328,-29845.736842
4764,-30587.841797,-30587.842105
4765,-30607.474609,-30607.473684
4766,-29937.316406,-29937.315789
4767,-29398.263672,-29398.263158
4768,-32191.158203,-32191.157895
4769,-31188.580078,-31188.578947
4770,-30125.052734,-30125.052632
4771,-30338.105469,-30338.105263
4772,-29416.316406,-29416.315789
4773,-28921.107422,-28921.105263
4774,-29824.000000,-29824.000000
4775,-29262.421875,-29262.421053
4776,-30558.052734,-30558.052632
4777,-30955.683594,-30955.684211
4778,-29671.314453,-29671.315789
4779,-30163.947266,-30163.947368
4780,-29326.949219,-29326.947368
4781,-31813.841797,-31813.842105
4782,-28000.369141,-28000.368421
4783,-30237.316406,-30237.315789
4784,-29629.263672,-29629.263158
4785,-30540.210938,-30540.210526
4786,-29628.367188,-29628.368421
4787,-29536.736328,-29536.736842
4788,-30075.894531,-30075.894737
4789,-30779.052734,-30779.052632
4790,-27629.894531,-27629.894737
4791,-31751.630859,-31751.631579
4792,-29120.314453,-29120.315789
4793,-31499.158203,-31499.157895
4794,-30307.685547,-30307.684211
4795,-29628.054688,-29628.052632
4796,-30559.578125,-30559.578947
4797,-32940.843750,-32940.842105
4798,-28783.683594,-28783.684211
4799,-30484.791016,-30484.789474
4800,-30831.738281,-30831.736842
4801,-29701.580078,-29701.578947
4802,-32096.949219,-32096.947368
4803,-31036.369141,-31036.368421
4804,-29545.000000,-29545.000000
4805,-30113.105469,-30113.105263
4806,-30474.578125,-30474.578947
4807,-30058.054688,-30058.052632
4808,-30891.736328,-30891.736842
4809,-31031.367188,-31031.368421
4810,-28561.894531,-28561.894737
4811,-29880.314453,-29880.315789
4812,-32288.896484,-32288.894737
4813,-30573.052734,-30573.052632
4814,-30136.158203,-30136.157895
4815,-29857.736328,-29857.736842
4816,-30937.367188,-30937.368421
4817,-29879.945312,-29879.947368
4818,-29896.105469,-29896.105263
4819,-31650.736328,-31650.736842
4820,-30464.421875,-30464.421053
4821,-30029.839844,-30029.842105
4822,-30741.105469,-30741.105263
4823,-29047.789062,-29047.789474
4824,-31040.261719,-31040.263158
4825,-28635.107422,-28635.105263
4826,-29389.316406,-29389.315789
4827,-30223.736328,-30223.736842
4828,-29419.263672,-29419.263158
4829,-30403.947266,-30403.947368
4830,-30528.789062,-30528.789474
4831,-30641.000000,-30641.000000
4832,-30794.472656,-30794.473684
4833,-30412.261719,-30412.263158
4834,-27794.683594,-27794.684211
4835,-30687.527344,-30687.526316
4836,-29777.947266,-29777.947368
4837,-30752.892578,-30752.894737
4838,-28337.894531,-28337.894737
4839,-30755.789062,-30755.789474
4840,-31513.001953,-31513.000000
4841,-29840.474609,-29840.473684
4842,-29889.419922,-29889.421053
4843,-28908.736328,-28908.736842
4844,-28518.947266,-28518.947368
4845,-31579.474609,-31579.473684
4846,-30647.472656,-30647.473684
4847,-29829.474609,-29829.473684
4848,-28410.001953,-28410.000000
4849,-30583.841797,-30583.842105
4850,-29544.103516,-29544.105263
4851,-31303.470703,-31303.473684
4852,-29759.525391,-29759.526316
4853,-28041.580078,-28041.578947
4854,-30380.738281,-30380.736842
4855,-30812.316406,-30812.315789
4856,-29816.841797,-29816.842105
4857,-29680.261719,-29680.263158
4858,-30174.314453,-30174.315789
4859,-29752.316406,-29752.315789
4860,-29582.367188,-29582.368421
4861,-28861.474609,-28861.473684
4862,-30073.632812,-30073.631579
4863,-28783.314453,-28783.315789
4864,-31020.736328,-31020.736842
4865,-30566.841797,-30566.842105
4866,-30611.158203,-30611.157895
4867,-31321.052734,-31321.052632
4868,-30635.316406,-30635.315789
4869,-28991.052734,-28991.052632
4870,-29336.896484,-29336.894737
4871,-30718.789062,-30718.789474
4872,-28855.841797,-28855.842105
4873,-29857.738281,-29857.736842
4874,-31284.472656,-31284.473684
4875,-29068.000000,-29068.000000
4876,-29019.894531,-29019.894737
4877,-30751.736328,-30751.736842
4878,-30452.789062,-30452.789474
4879,-30478.527344,-30478.526316
4880,-29973.632812,-29973.631579
4881,-29954.054688,-29954.052632
4882,-30415.947266,-30415.947368
4883,-29508.369141,-29508.368421
4884,-30929.474609,-30929.473684
4885,-30063.525391,-30063.526316
4886,-29466.369141,-29466.368421
4887,-29386.054688,-29386.052632
4888,-29071.578125,-29071.578947
4889,-29957.156250,-29957.157895
4890,-28757.578125,-28757.578947
4891,-30462.419922,-30462.421053
4892,-29323.000000,-29323.000000
4893,-30860.158203,-30860.157895
4894,-29080.896484,-29080.894737
4895,-30062.683594,-30062.684211
4896,-30799.789062,-30799.789474
4897,-31727.210938,-31727.210526
4898,-30483.947266,-30483.947368
4899,-28163.947266,-28163.947368
4900,-31916.210938,-31916.210526
4901,-29458.263672,-29458.263158
4902,-31025.630859,-31025.631579
4903,-31388.947266,-31388.947368
4904,-29694.263672,-29694.263158
4905,-28520.738281,-28520.736842
4906,-30486.736328,-30486.736842
4907,-29980.580078,-29980.578947
4908,-30906.947266,-30906.947368
4909,-30189.474609,-30189.473684
4910,-30824.738281,-30824.736842
4911,-29309.367188,-29309.368421
4912,-29116.261719,-29116.263158
4913,-30259.263672,-30259.263158
4914,-28703.369141,-28703.368421
4915,-31305.419922,-31305.421053
4916,-30146.894531,-30146.894737
4917,-28654.685547,-28654.684211
4918,-31394.369141,-31394.368421
4919,-30299.158203,-30299.157895
4920,-29771.947266,-29771.947368
4921,-29482.580078,-29482.578947
4922,-28355.421875,-28355.421053
4923,-29005.263672,-29005.263158
4924,-29651.000000,-29651.000000
4925,-28678.105469,-28678.105263
4926,-30026.210938,-30026.210526
4927,-28689.949219,-28689.947368
4928,-29531.367188,-29531.368421
4929,-30997.419922,-30997.421053
4930,-28679.789062,-28679.789474
4931,-30084.685547,-30084.684211
4932,-30364.158203,-30364.157895
4933,-29079.000000,-29079.000000
4934,-29499.316406,-29499.315789
4935,-30018.160156,-30018.157895
4936,-29735.208984,-29735.210526
4937,-29476.736328,-29476.736842
4938,-29506.527344,-29506.526316
4939,-30505.105469,-30505.105263
4940,-29911.263672,-29911.263158
4941,-29663.105469,-29663.105263
4942,-29734.261719,-29734.263158
4943,-30618.894531,-30618.894737
4944,-28959.472656,-28959.473684
4945,-29050.367188,-29050.368421
4946,-28900.738281,-28900.736842
4947,-31219.314453,-31219.315789
4948,-30080.158203,-30080.157895
4949,-29659.369141,-29659.368421
4950,-30161.421875,-30161.421053
4951,-30778.949219,-30778.947368
4952,-30874.789062,-30874.789474
4953,-30216.472656,-30216.473684
4954,-29583.894531,-29583.894737
4955,-30541.841797,-30541.842105
4956,-29843.947266,-29843.947368
4957,-28442.789062,-28442.789474
4958,-29773.158203,-29773.157895
4959,-29030.791016,-29030.789474
4960,-30167.787109,-30167.789474
4961,-27785.050781,-27785.052632
4962,-28777.000000,-28777.000000
4963,-31020.103516,-31020.105263
4964,-29278.210938,-29278.210526
4965,-28745.474609,-28745.473684
4966,-29501.156250,-29501.157895
4967,-28924.681641,-28924.684211
4968,-29213.789062,-29213.789474
4969,-29182.632812,-29182.631579
4970,-29138.947266,-29138.947368
4971,-30422.789062,-30422.789474
4972,-30677.841797,-30677.842105
4973,-30107.318359,-30107.315789
4974,-28103.947266,-28103.947368
4975,-30595.578125,-30595.578947
4976,-30886.316406,-30886.315789
4977,-30057.052734,-30057.052632
4978,-32064.843750,-32064.842105
4979,-30979.000000,-30979.000000
4980,-28699.683594,-28699.684211
4981,-30446.367188,-30446.368421
4982,-28673.947266,-28673.947368
4983,-29930.052734,-29930.052632
4984,-30386.052734,-30386.052632
4985,-31157.685547,-31157.684211
4986,-29711.314453,-29711.315789
4987,-27912.947266,-27912.947368
4988,-31270.105469,-31270.105263
4989,-30379.472656,-30379.473684
4990,-31757.421875,-31757.421053
4991,-30497.367188,-30497.368421
4992,-30434.580078,-30434.578947
4993,-30011.054688,-30011.052632
4994,-29166.736328,-29166.736842
4995,-28982.787109,-28982.789474
4996,-28427.789062,-28427.789474
4997,-30571.683594,-30571.684211
4998,-30152.210938,-30152.210526
4999,-29882.000000,-29882.000000
5000,-28598.000000,-28598.000000
5001,-31902.789062,-31902.789474
5002,-28600.000000,-28600.000000
5003,-31940.738281,-31940.736842
5004,-30758.050781,-30758.052632
5005,-30707.525391,-30707.526316
5006,-28848.419922,-28848.421053
5007,-31573.419922,-31573.421053
5008,-31731.632812,-31731.631579
5009,-29452.947266,-29452.947368
5010,-27314.630859,-27314.631579
5011,-29229.683594,-29229.684211
5012,-28879.421875,-28879.421053
5013,-30560.949219,-30560.947368
5014,-28178.683594,-28178.684211
5015,-30697.947266,-30697.947368
5016,-29615.525391,-29615.526316
5017,-29541.632812,-29541.631579
5018,-30471.052734,-30471.052632
5019,-28655.630859,-28655.631579
5020,-29652.525391,-29652.526316
5021,-31898.894531,-31898.894737
5022,-29709.791016,-29709.789474
5023,-30352.156250,-30352.157895
5024,-29798.261719,-29798.263158
5025,-29077.421875,-29077.421053
5026,-30483.476562,-30483.473684
5027,-31197.421875,-31197.421053
5028,-31059.105469,-31059.105263
5029,-29428.052734,-29428.052632
5030,-32167.052734,-32167.052632
5031,-30891.472656,-30891.473684
5032,-28998.578125,-28998.578947
5033,-30672.263672,-30672.263158
5034,-28887.419922,-28887.421053
5035,-30022.947266,-30022.947368
5036,-30766.156250,-30766.157895
5037,-28848.685547,-28848.684211
5038,-29296.839844,-29296.842105
5039,-28974.841797,-28974.842105
5040,-30469.472656,-30469.473684
5041,-28611.683594,-28611.684211
5042,-31246.000000,-31246.000000
5043,-31339.421875,-31339.421053
5044,-28698.052734,-28698.052632
5045,-29908.632812,-29908.631579
5046,-30026.472656,-30026.473684
5047,-29306.421875,-29306.421053
5048,-29007.419922,-29007.421053
5049,-31188.369141,-31188.368421
5050,-28563.527344,-28563.526316
5051,-29272.000000,-29272.000000
5052,-27696.894531,-27696.894737
5053,-31689.314453,-31689.315789
5054,-29829.894531,-29829.894737
5055,-30680.054688,-30680.052632
5056,-30224.263672,-30224.263158
5057,-29056.208984,-29056.210526
5058,-30011.105469,-30011.105263
5059,-28953.263672,-28953.263158
5060,-29763.419922,-29763.421053
5061,-28899.894531,-28899.894737
5062,-30774.527344,-30774.526316
5063,-30252.210938,-30252.210526
5064,-30161.210938,-30161.210526
5065,-31592.841797,-31592.842105
5066,-30812.421875,-30812.421053
5067,-28631.894531,-28631.894737
5068,-30717.052734,-30717.052632
5069,-30182.738281,-30182.736842
5070,-30533.369141,-30533.368421
5071,-28961.894531,-28961.894737
5072,-30860.630859,-30860.631579
5073,-30851.052734,-30851.052632
5074,-29828.001953,-29828.000000
5075,-30916.103516,-30916.105263
5076,-28448.527344,-28448.526316
5077,-31294.683594,-31294.684211
5078,-29471.105469,-29471.105263
5079,-28131.000000,-28131.000000
5080,-28563.105469,-28563.105263
5081,-30276.527344,-30276.526316
5082,-29792.685547,-29792.684211
5083,-30497.578125,-30497.578947
5084,-29764.632812,-29764.631579
5085,-29761.578125,-29761.578947
5086,-32165.789062,-32165.789474
5087,-29413.630859,-29413.631579
5088,-29621.789062,-29621.789474
5089,-28308.791016,-28308.789474
5090,-29621.841797,-29621.842105
5091,-30343.263672,-30343.263158
5092,-27969.316406,-27969.315789
5093,-29260.158203,-29260.157895
5094,-28522.316406,-28522.315789
5095,-30060.158203,-30060.157895
5096,-30156.210938,-30156.210526
5097,-28797.210938,-28797.210526
5098,-30025.841797,-30025.842105
5099,-29652.630859,-29652.631579
5100,-29458.369141,-29458.368421
5101,-29124.265625,-29124.263158
5102,-27907.000000,-27907.000000
5103,-27995.789062,-27995.789474
5104,-30280.685547,-30280.684211
5105,-29457.630859,-29457.631579
5106,-29846.210938,-29846.210526
5107,-30187.630859,-30187.631579
5108,-28062.054688,-28062.052632
5109,-28341.632812,-28341.631579
5110,-30248.894531,-30248.894737
5111,-30923.316406,-30923.315789
5112,-29036.683594,-29036.684211
5113,-29294.210938,-29294.210526
5114,-28712.580078,-28712.578947
5115,-27552.210938,-27552.210526
5116,-30271.947266,-30271.947368
5117,-29598.210938,-29598.210526
5118,-29393.369141,-29393.368421
5119,-28496.580078,-28496.578947
5120,-30526.158203,-30526.157895
5121,-30761.263672,-30761.263158
5122,-27365.736328,-27365.736842
