episode,reward,r_acc
159,-33435.632812,-33435.631579
160,-34552.894531,-34552.894737
161,-33401.632812,-33401.631579
162,-33596.527344,-33596.526316
163,-32892.421875,-32892.421053
164,-33101.734375,-33101.736842
165,-31781.949219,-31781.947368
166,-32130.632812,-32130.631579
167,-33428.894531,-33428.894737
168,-33638.367188,-33638.368421
169,-34749.367188,-34749.368421
170,-33962.839844,-33962.842105
171,-33811.523438,-33811.526316
172,-33228.210938,-33228.210526
173,-32432.105469,-32432.105263
174,-31739.949219,-31739.947368
175,-34469.789062,-34469.789474
176,-33417.738281,-33417.736842
177,-33065.054688,-33065.052632
178,-34185.421875,-34185.421053
179,-33577.843750,-33577.842105
180,-32583.738281,-32583.736842
181,-33951.738281,-33951.736842
182,-33411.105469,-33411.105263
183,-34250.000000,-34250.000000
184,-32490.843750,-32490.842105
185,-31796.474609,-31796.473684
186,-34912.683594,-34912.684211
187,-32691.052734,-32691.052632
188,-34425.582031,-34425.578947
189,-32806.472656,-32806.473684
190,-32483.316406,-32483.315789
191,-33517.210938,-33517.210526
192,-32064.052734,-32064.052632
193,-34569.000000,-34569.000000
194,-35921.160156,-35921.157895
195,-33484.160156,-33484.157895
196,-33666.843750,-33666.842105
197,-33630.632812,-33630.631579
198,-33535.367188,-33535.368421
199,-33046.421875,-33046.421053
200,-33247.156250,-33247.157895
201,-32005.158203,-32005.157895
202,-33606.210938,-33606.210526
203,-32252.685547,-32252.684211
204,-32465.580078,-32465.578947
205,-30642.683594,-30642.684211
206,-32137.263672,-32137.263158
207,-34885.683594,-34885.684211
208,-34237.156250,-34237.157895
209,-33715.476562,-33715.473684
210,-32126.630859,-32126.631579
211,-33638.632812,-33638.631579
212,-33193.316406,-33193.315789
213,-33493.632812,-33493.631579
214,-35272.472656,-35272.473684
215,-34057.894531,-34057.894737
216,-33609.632812,-33609.631579
217,-34368.000000,-34368.000000
218,-32319.263672,-32319.263158
219,-32767.580078,-32767.578947
220,-31595.369141,-31595.368421
221,-33671.160156,-33671.157895
222,-32235.894531,-32235.894737
223,-34223.632812,-34223.631579
224,-33442.843750,-33442.842105
225,-33296.371094,-33296.368421
226,-33690.421875,-33690.421053
227,-31747.894531,-31747.894737
228,-32929.578125,-32929.578947
229,-33046.210938,-33046.210526
230,-33178.210938,-33178.210526
231,-32997.367188,-32997.368421
232,-32801.472656,-32801.473684
233,-35405.894531,-35405.894737
234,-32813.261719,-32813.263158
235,-34109.050781,-34109.052632
236,-31379.578125,-31379.578947
237,-33124.738281,-33124.736842
238,-32547.789062,-32547.789474
239,-30498.210938,-30498.210526
240,-33914.843750,-33914.842105
241,-34895.156250,-34895.157895
242,-34716.000000,-34716.000000
243,-33587.839844,-33587.842105
244,-34609.000000,-34609.000000
245,-32499.419922,-32499.421053
246,-34457.371094,-34457.368421
247,-33955.527344,-33955.526316
248,-33207.156250,-33207.157895
249,-34676.421875,-34676.421053
250,-34740.261719,-34740.263158
251,-32292.367188,-32292.368421
252,-34880.265625,-34880.263158
253,-33266.316406,-33266.315789
254,-31324.947266,-31324.947368
255,-34552.945312,-34552.947368
256,-32477.000000,-32477.000000
257,-32416.525391,-32416.526316
258,-34976.578125,-34976.578947
259,-34819.156250,-34819.157895
260,-34278.000000,-34278.000000
261,-33789.472656,-33789.473684
262,-32581.736328,-32581.736842
263,-34599.789062,-34599.789474
264,-33630.367188,-33630.368421
265,-33371.894531,-33371.894737
266,-35633.105469,-35633.105263
267,-34525.894531,-34525.894737
268,-31995.736328,-31995.736842
269,-34274.210938,-34274.210526
270,-32773.894531,-32773.894737
271,-33451.000000,-33451.000000
272,-32635.630859,-32635.631579
273,-32196.841797,-32196.842105
274,-31585.103516,-31585.105263
275,-33799.894531,-33799.894737
276,-33191.000000,-33191.000000
277,-33495.160156,-33495.157895
278,-32310.949219,-32310.947368
279,-33551.632812,-33551.631579
280,-34308.632812,-34308.631579
281,-31665.736328,-31665.736842
282,-32941.105469,-32941.105263
283,-32570.000000,-32570.000000
284,-32494.789062,-32494.789474
285,-34071.894531,-34071.894737
286,-34236.160156,-34236.157895
287,-32682.472656,-32682.473684
288,-32578.314453,-32578.315789
289,-34487.156250,-34487.157895
290,-32434.947266,-32434.947368
291,-35442.316406,-35442.315789
292,-33845.421875,-33845.421053
293,-31744.841797,-31744.842105
294,-34934.578125,-34934.578947
295,-34474.894531,-34474.894737
296,-32034.580078,-32034.578947
297,-31285.632812,-31285.631579
298,-33861.578125,-33861.578947
299,-34351.210938,-34351.210526
300,-35309.472656,-35309.473684
301,-33575.683594,-33575.684211
302,-34344.000000,-34344.000000
303,-31981.683594,-31981.684211
304,-31985.419922,-31985.421053
305,-35230.578125,-35230.578947
306,-32150.630859,-32150.631579
307,-33486.316406,-33486.315789
308,-31398.841797,-31398.842105
309,-33768.683594,-33768.684211
310,-34310.632812,-34310.631579
311,-31658.001953,-31658.000000
312,-31459.369141,-31459.368421
313,-32462.052734,-32462.052632
314,-32228.736328,-32228.736842
315,-33515.210938,-33515.210526
316,-34752.050781,-34752.052632
317,-35041.472656,-35041.473684
318,-33768.000000,-33768.000000
319,-32567.841797,-32567.842105
320,-34563.367188,-34563.368421
321,-32906.050781,-32906.052632
322,-33257.050781,-33257.052632
323,-35266.894531,-35266.894737
324,-32338.054688,-32338.052632
325,-34620.261719,-34620.263158
326,-31552.158203,-31552.157895
327,-32471.949219,-32471.947368
328,-35056.156250,-35056.157895
329,-32706.419922,-32706.421053
330,-32985.371094,-32985.368421
331,-35121.628906,-35121.631579
332,-32332.419922,-32332.421053
333,-33067.578125,-33067.578947
334,-34149.472656,-34149.473684
335,-31569.736328,-31569.736842
336,-34062.632812,-34062.631579
337,-33178.789062,-33178.789474
338,-34340.261719,-34340.263158
339,-32378.316406,-32378.315789
340,-32253.738281,-32253.736842
341,-32253.316406,-32253.315789
342,-31947.105469,-31947.105263
343,-35900.578125,-35900.578947
344,-32674.578125,-32674.578947
345,-33970.894531,-33970.894737
346,-35310.738281,-35310.736842
347,-35105.632812,-35105.631579
348,-34789.210938,-34789.210526
349,-32138.630859,-32138.631579
350,-33260.949219,-33260.947368
351,-32032.947266,-32032.947368
352,-31566.892578,-31566.894737
353,-32246.369141,-32246.368421
354,-32687.261719,-32687.263158
355,-33707.894531,-33707.894737
356,-32571.369141,-32571.368421
357,-32138.791016,-32138.789474
358,-34147.105469,-34147.105263
359,-34213.683594,-34213.684211
360,-32703.314453,-32703.315789
361,-32880.160156,-32880.157895
362,-32692.578125,-32692.578947
363,-33486.949219,-33486.947368
364,-34406.683594,-34406.684211
365,-33863.632812,-33863.631579
366,-32573.947266,-32573.947368
367,-34463.105469,-34463.105263
368,-36996.421875,-36996.421053
369,-34564.210938,-34564.210526
370,-33927.734375,-33927.736842
371,-33037.894531,-33037.894737
372,-32728.949219,-32728.947368
373,-34442.578125,-34442.578947
374,-31928.316406,-31928.315789
375,-30617.949219,-30617.947368
376,-34749.843750,-34749.842105
377,-33030.421875,-33030.421053
378,-33080.261719,-33080.263158
379,-33973.894531,-33973.894737
380,-34084.789062,-34084.789474
381,-33857.421875,-33857.421053
382,-34996.421875,-34996.421053
383,-32871.523438,-32871.526316
384,-32963.683594,-32963.684211
385,-34948.000000,-34948.000000
386,-33080.054688,-33080.052632
387,-35260.894531,-35260.894737
388,-32621.578125,-32621.578947
389,-32365.156250,-32365.157895
390,-34411.734375,-34411.736842
391,-32350.949219,-32350.947368
392,-31924.316406,-31924.315789
393,-32509.841797,-32509.842105
394,-35140.843750,-35140.842105
395,-31633.316406,-31633.315789
396,-30407.527344,-30407.526316
397,-32824.894531,-32824.894737
398,-33235.843750,-33235.842105
399,-32829.050781,-32829.052632
400,-32789.632812,-32789.631579
401,-34112.578125,-34112.578947
402,-34641.316406,-34641.315789
403,-33502.261719,-33502.263158
404,-32679.736328,-32679.736842
405,-32966.210938,-32966.210526
406,-35103.949219,-35103.947368
407,-33836.839844,-33836.842105
408,-32587.158203,-32587.157895
409,-34176.105469,-34176.105263
410,-33055.945312,-33055.947368
411,-32132.369141,-32132.368421
412,-34672.105469,-34672.105263
413,-34295.894531,-34295.894737
414,-34310.687500,-34310.684211
415,-32312.736328,-32312.736842
416,-32598.894531,-32598.894737
417,-33788.628906,-33788.631579
418,-33407.054688,-33407.052632
419,-34402.316406,-34402.315789
420,-33340.632812,-33340.631579
421,-33576.421875,-33576.421053
422,-34024.316406,-34024.315789
423,-34344.050781,-34344.052632
424,-33689.421875,-33689.421053
425,-33479.632812,-33479.631579
426,-33991.843750,-33991.842105
427,-32841.472656,-32841.473684
428,-34552.210938,-34552.210526
429,-33498.894531,-33498.894737
430,-34149.000000,-34149.000000
431,-33102.527344,-33102.526316
432,-32651.738281,-32651.736842
433,-34355.265625,-34355.263158
434,-33091.949219,-33091.947368
435,-31840.367188,-31840.368421
436,-30751.527344,-30751.526316
437,-33680.789062,-33680.789474
438,-32544.578125,-32544.578947
439,-32535.578125,-32535.578947
440,-31069.841797,-31069.842105
441,-34992.683594,-34992.684211
442,-33198.160156,-33198.157895
443,-35217.156250,-35217.157895
444,-32425.105469,-32425.105263
445,-32723.791016,-32723.789474
446,-33266.949219,-33266.947368
447,-31632.789062,-31632.789474
448,-34054.054688,-34054.052632
449,-33905.949219,-33905.947368
450,-34588.316406,-34588.315789
451,-33462.156250,-33462.157895
452,-32592.261719,-32592.263158
453,-34212.894531,-34212.894737
454,-33480.000000,-33480.000000
455,-33728.000000,-33728.000000
456,-32921.421875,-32921.421053
457,-34215.894531,-34215.894737
458,-30952.316406,-30952.315789
459,-31704.265625,-31704.263158
460,-33306.371094,-33306.368421
461,-34666.523438,-34666.526316
462,-33508.683594,-33508.684211
463,-33239.367188,-33239.368421
464,-34530.210938,-34530.210526
465,-34422.632812,-34422.631579
466,-32863.789062,-32863.789474
467,-32632.525391,-32632.526316
468,-31341.103516,-31341.105263
469,-32983.421875,-32983.421053
470,-33239.523438,-33239.526316
471,-33651.367188,-33651.368421
472,-33070.210938,-33070.210526
473,-33571.054688,-33571.052632
474,-33906.894531,-33906.894737
475,-31125.476562,-31125.473684
476,-32349.421875,-32349.421053
477,-34586.160156,-34586.157895
478,-34209.843750,-34209.842105
479,-34382.687500,-34382.684211
480,-33429.054688,-33429.052632
481,-33568.683594,-33568.684211
482,-32892.210938,-32892.210526
483,-32729.841797,-32729.842105
484,-33177.789062,-33177.789474
485,-35316.578125,-35316.578947
486,-35271.421875,-35271.421053
487,-33325.843750,-33325.842105
488,-32757.000000,-32757.000000
489,-35203.578125,-35203.578947
490,-34561.734375,-34561.736842
491,-33303.421875,-33303.421053
492,-32831.894531,-32831.894737
493,-31439.683594,-31439.684211
494,-32338.894531,-32338.894737
495,-30433.527344,-30433.526316
496,-31857.736328,-31857.736842
497,-34527.789062,-34527.789474
498,-32489.630859,-32489.631579
499,-32973.632812,-32973.631579
500,-31839.052734,-31839.052632
501,-33735.156250,-33735.157895
502,-33402.789062,-33402.789474
503,-35106.843750,-35106.842105
504,-32771.210938,-32771.210526
505,-34489.050781,-34489.052632
506,-34904.527344,-34904.526316
507,-34166.632812,-34166.631579
508,-34567.050781,-34567.052632
509,-31724.054688,-31724.052632
510,-32885.578125,-32885.578947
511,-31589.472656,-31589.473684
512,-33371.738281,-33371.736842
513,-34039.472656,-34039.473684
514,-33694.527344,-33694.526316
515,-32689.527344,-32689.526316
516,-33266.367188,-33266.368421
517,-33742.367188,-33742.368421
518,-34460.261719,-34460.263158
519,-32505.050781,-32505.052632
520,-33088.527344,-33088.526316
521,-34206.578125,-34206.578947
522,-32328.580078,-32328.578947
523,-32346.736328,-32346.736842
524,-31999.052734,-31999.052632
525,-34426.683594,-34426.684211
526,-32963.578125,-32963.578947
527,-32810.578125,-32810.578947
528,-32925.316406,-32925.315789
529,-32905.421875,-32905.421053
530,-31853.210938,-31853.210526
531,-34834.523438,-34834.526316
532,-34314.210938,-34314.210526
533,-34846.789062,-34846.789474
534,-32660.052734,-32660.052632
535,-32883.156250,-32883.157895
536,-33181.523438,-33181.526316
537,-32377.630859,-32377.631579
538,-31912.261719,-31912.263158
539,-32182.160156,-32182.157895
540,-32227.683594,-32227.684211
541,-32203.265625,-32203.263158
542,-34778.632812,-34778.631579
543,-32049.103516,-32049.105263
544,-33227.738281,-33227.736842
545,-33669.316406,-33669.315789
546,-33242.316406,-33242.315789
547,-34714.945312,-34714.947368
548,-30822.578125,-30822.578947
549,-31885.052734,-31885.052632
550,-31943.261719,-31943.263158
551,-33587.843750,-33587.842105
552,-33132.527344,-33132.526316
553,-32537.261719,-32537.263158
554,-32036.841797,-32036.842105
555,-32402.369141,-32402.368421
556,-33239.683594,-33239.684211
557,-31726.156250,-31726.157895
558,-34996.945312,-34996.947368
559,-33395.367188,-33395.368421
560,-31887.000000,-31887.000000
561,-32961.945312,-32961.947368
562,-31486.789062,-31486.789474
563,-33497.210938,-33497.210526
564,-33433.160156,-33433.157895
565,-32636.685547,-32636.684211
566,-33900.683594,-33900.684211
567,-34075.738281,-34075.736842
568,-32833.000000,-32833.000000
569,-33149.945312,-33149.947368
570,-34655.000000,-34655.000000
571,-32507.158203,-32507.157895
572,-32050.001953,-32050.000000
573,-34056.316406,-34056.315789
574,-34402.683594,-34402.684211
575,-34203.261719,-34203.263158
576,-32387.892578,-32387.894737
577,-31262.632812,-31262.631579
578,-32255.052734,-32255.052632
579,-31451.894531,-31451.894737
580,-34481.628906,-34481.631579
581,-32707.683594,-32707.684211
582,-33925.472656,-33925.473684
583,-31825.630859,-31825.631579
584,-32757.789062,-32757.789474
585,-34267.789062,-34267.789474
586,-31678.472656,-31678.473684
587,-33947.160156,-33947.157895
588,-32885.632812,-32885.631579
589,-34988.316406,-34988.315789
590,-33144.949219,-33144.947368
591,-32257.894531,-32257.894737
592,-31313.789062,-31313.789474
593,-33257.523438,-33257.526316
594,-33411.000000,-33411.000000
595,-32459.736328,-32459.736842
596,-32753.527344,-32753.526316
597,-32867.628906,-32867.631579
598,-33665.156250,-33665.157895
599,-32675.789062,-32675.789474
600,-33573.683594,-33573.684211
601,-31691.314453,-31691.315789
602,-34276.417969,-34276.421053
603,-31421.208984,-31421.210526
604,-33940.156250,-33940.157895
605,-33394.628906,-33394.631579
606,-35114.527344,-35114.526316
607,-33975.578125,-33975.578947
608,-32488.316406,-32488.315789
609,-33122.949219,-33122.947368
610,-32458.158203,-32458.157895
611,-33125.578125,-33125.578947
612,-32930.156250,-32930.157895
613,-32735.947266,-32735.947368
614,-34032.054688,-34032.052632
615,-33444.632812,-33444.631579
616,-32996.839844,-32996.842105
617,-34678.421875,-34678.421053
618,-34488.632812,-34488.631579
619,-33265.578125,-33265.578947
620,-34509.632812,-34509.631579
621,-35364.160156,-35364.157895
622,-33031.371094,-33031.368421
623,-31680.947266,-31680.947368
624,-34586.683594,-34586.684211
625,-33701.843750,-33701.842105
626,-32228.474609,-32228.473684
627,-32751.105469,-32751.105263
628,-32611.630859,-32611.631579
629,-31295.158203,-31295.157895
630,-31899.423828,-31899.421053
631,-30638.474609,-30638.473684
632,-34840.683594,-34840.684211
633,-31939.472656,-31939.473684
634,-32274.314453,-32274.315789
635,-33490.105469,-33490.105263
636,-33430.894531,-33430.894737
637,-34460.894531,-34460.894737
638,-33276.105469,-33276.105263
639,-32907.894531,-32907.894737
640,-32226.316406,-32226.315789
641,-32556.843750,-32556.842105
642,-33384.683594,-33384.684211
643,-33770.839844,-33770.842105
644,-32179.208984,-32179.210526
645,-35413.261719,-35413.263158
646,-32678.421875,-32678.421053
647,-35476.367188,-35476.368421
648,-33917.261719,-33917.263158
649,-33385.000000,-33385.000000
650,-33873.945312,-33873.947368
651,-30124.000000,-30124.000000
652,-32976.367188,-32976.368421
653,-32964.261719,-32964.263158
654,-32513.578125,-32513.578947
655,-32602.158203,-32602.157895
656,-34994.472656,-34994.473684
657,-33815.050781,-33815.052632
658,-33227.367188,-33227.368421
659,-32848.578125,-32848.578947
660,-34552.421875,-34552.421053
661,-33857.316406,-33857.315789
662,-33355.421875,-33355.421053
663,-33335.054688,-33335.052632
664,-32987.000000,-32987.000000
665,-32272.210938,-32272.210526
666,-33909.632812,-33909.631579
667,-33905.628906,-33905.631579
668,-32659.841797,-32659.842105
669,-32352.158203,-32352.157895
670,-32636.210938,-32636.210526
671,-32265.105469,-32265.105263
672,-32950.000000,-32950.000000
673,-34575.527344,-34575.526316
674,-32031.052734,-32031.052632
675,-33670.687500,-33670.684211
676,-33781.054688,-33781.052632
677,-31442.105469,-31442.105263
678,-34633.421875,-34633.421053
679,-32172.841797,-32172.842105
680,-33283.421875,-33283.421053
681,-32662.316406,-32662.315789
682,-33094.261719,-33094.263158
683,-34456.789062,-34456.789474
684,-34312.050781,-34312.052632
685,-33324.210938,-33324.210526
686,-33922.316406,-33922.315789
687,-34520.839844,-34520.842105
688,-33153.000000,-33153.000000
689,-33543.632812,-33543.631579
690,-34260.687500,-34260.684211
691,-32361.843750,-32361.842105
692,-33266.632812,-33266.631579
693,-32243.578125,-32243.578947
694,-33082.578125,-33082.578947
695,-35342.738281,-35342.736842
696,-32302.947266,-32302.947368
697,-33019.683594,-33019.684211
698,-32899.316406,-32899.315789
699,-32617.369141,-32617.368421
700,-35352.156250,-35352.157895
701,-31469.105469,-31469.105263
702,-32376.421875,-32376.421053
703,-34350.843750,-34350.842105
704,-33038.839844,-33038.842105
705,-32063.316406,-32063.315789
706,-30788.105469,-30788.105263
707,-33001.000000,-33001.000000
708,-32003.945312,-32003.947368
709,-32479.527344,-32479.526316
710,-33918.839844,-33918.842105
711,-34627.523438,-34627.526316
712,-32016.791016,-32016.789474
713,-32509.263672,-32509.263158
714,-33510.843750,-33510.842105
715,-33177.050781,-33177.052632
716,-31891.632812,-31891.631579
717,-32964.527344,-32964.526316
718,-34602.843750,-34602.842105
719,-33291.894531,-33291.894737
720,-32459.158203,-32459.157895
721,-33498.578125,-33498.578947
722,-34964.578125,-34964.578947
723,-32189.369141,-32189.368421
724,-32649.263672,-32649.263158
725,-31094.367188,-31094.368421
726,-34585.210938,-34585.210526
727,-33289.843750,-33289.842105
728,-31677.525391,-31677.526316
729,-32783.683594,-32783.684211
730,-33700.421875,-33700.421053
731,-32830.210938,-32830.210526
732,-33554.738281,-33554.736842
733,-33116.578125,-33116.578947
734,-33948.050781,-33948.052632
735,-33251.105469,-33251.105263
736,-33005.261719,-33005.263158
737,-33200.421875,-33200.421053
738,-32627.736328,-32627.736842
739,-33884.000000,-33884.000000
740,-33690.417969,-33690.421053
741,-33022.367188,-33022.368421
742,-32846.527344,-32846.526316
743,-32824.316406,-32824.315789
744,-34909.156250,-34909.157895
745,-33182.367188,-33182.368421
746,-33996.472656,-33996.473684
747,-31430.580078,-31430.578947
748,-31537.367188,-31537.368421
749,-32558.156250,-32558.157895
750,-33601.367188,-33601.368421
751,-31637.736328,-31637.736842
752,-34265.210938,-34265.210526
753,-31684.736328,-31684.736842
754,-31352.630859,-31352.631579
755,-33913.578125,-33913.578947
756,-33295.421875,-33295.421053
757,-34108.527344,-34108.526316
758,-34021.210938,-34021.210526
759,-32192.894531,-32192.894737
760,-32099.685547,-32099.684211
761,-33001.738281,-33001.736842
762,-34147.160156,-34147.157895
763,-33981.367188,-33981.368421
764,-33313.527344,-33313.526316
765,-33896.683594,-33896.684211
766,-34160.261719,-34160.263158
767,-33296.527344,-33296.526316
768,-33818.894531,-33818.894737
769,-35285.105469,-35285.105263
770,-32677.683594,-32677.684211
771,-33273.632812,-33273.631579
772,-33233.261719,-33233.263158
773,-33584.316406,-33584.315789
774,-31771.103516,-31771.105263
775,-32366.683594,-32366.684211
776,-34133.683594,-34133.684211
777,-33340.050781,-33340.052632
778,-31867.630859,-31867.631579
779,-34238.421875,-34238.421053
780,-33391.054688,-33391.052632
781,-34750.683594,-34750.684211
782,-33975.628906,-33975.631579
783,-32413.787109,-32413.789474
784,-33916.734375,-33916.736842
785,-31920.210938,-31920.210526
786,-32884.789062,-32884.789474
787,-32535.894531,-32535.894737
788,-31651.472656,-31651.473684
789,-33938.839844,-33938.842105
790,-31998.210938,-31998.210526
791,-32893.683594,-32893.684211
792,-35311.000000,-35311.000000
793,-33769.421875,-33769.421053
794,-32888.949219,-32888.947368
795,-34849.472656,-34849.473684
796,-33451.738281,-33451.736842
797,-32701.632812,-32701.631579
798,-33892.789062,-33892.789474
799,-33747.105469,-33747.105263
800,-31842.580078,-31842.578947
801,-34431.160156,-34431.157895
802,-32814.367188,-32814.368421
803,-32943.105469,-32943.105263
804,-32514.738281,-32514.736842
805,-33178.316406,-33178.315789
806,-32749.685547,-32749.684211
807,-32565.158203,-32565.157895
808,-32533.789062,-32533.789474
809,-33523.421875,-33523.421053
810,-33826.210938,-33826.210526
811,-32022.421875,-32022.421053
812,-34411.105469,-34411.105263
813,-33397.371094,-33397.368421
814,-31835.841797,-31835.842105
815,-33322.843750,-33322.842105
816,-32397.580078,-32397.578947
817,-34668.527344,-34668.526316
818,-31805.736328,-31805.736842
819,-32602.685547,-32602.684211
820,-31099.314453,-31099.315789
821,-33551.789062,-33551.789474
822,-33712.527344,-33712.526316
823,-33281.367188,-33281.368421
824,-33183.843750,-33183.842105
825,-30005.105469,-30005.105263
826,-31700.736328,-31700.736842
827,-32933.578125,-32933.578947
828,-32815.000000,-32815.000000
829,-31732.472656,-31732.473684
830,-33934.160156,-33934.157895
831,-33594.261719,-33594.263158
832,-31746.789062,-31746.789474
833,-32840.894531,-32840.894737
834,-32754.158203,-32754.157895
835,-33434.789062,-33434.789474
836,-33924.789062,-33924.789474
837,-31567.054688,-31567.052632
838,-32935.683594,-32935.684211
839,-33003.945312,-33003.947368
840,-34702.472656,-34702.473684
841,-33515.738281,-33515.736842
842,-34418.367188,-34418.368421
843,-32511.158203,-32511.157895
844,-31875.527344,-31875.526316
845,-32146.369141,-32146.368421
846,-32271.369141,-32271.368421
847,-32820.894531,-32820.894737
848,-32692.001953,-32692.000000
849,-33156.949219,-33156.947368
850,-33945.210938,-33945.210526
851,-33606.160156,-33606.157895
852,-33318.632812,-33318.631579
853,-33415.734375,-33415.736842
854,-30852.316406,-30852.315789
855,-32229.000000,-32229.000000
856,-34508.265625,-34508.263158
857,-33592.000000,-33592.000000
858,-31256.736328,-31256.736842
859,-33823.265625,-33823.263158
860,-31660.052734,-31660.052632
861,-33103.843750,-33103.842105
862,-34355.367188,-34355.368421
863,-31751.263672,-31751.263158
864,-34661.683594,-34661.684211
865,-34151.843750,-34151.842105
866,-31771.841797,-31771.842105
867,-34621.527344,-34621.526316
868,-32243.369141,-32243.368421
869,-33498.000000,-33498.000000
870,-34136.738281,-34136.736842
871,-32815.582031,-32815.578947
872,-31727.843750,-31727.842105
873,-33262.316406,-33262.315789
