13.0,0.0,7.0,7.0,4.0,0.0,15.0,15.0,6.0
17.0,12.0,13.0,19.0,14.0,6.0,21.0,25.0,5.0
12.0,4.0,15.0,26.0,13.0,13.0,15.0,19.0,4.0
9.0,13.0,12.0,17.0,13.0,4.0,21.0,26.0,7.0
18.0,6.0,11.0,22.0,10.0,9.0,22.0,23.0,7.0
13.0,10.0,10.0,25.0,7.0,11.0,22.0,33.0,3.0
