12.0,0.0,10.0,7.0,7.0,0.0,9.0,15.0,4.0
13.0,10.0,17.0,27.0,13.0,4.0,16.0,25.0,7.0
13.0,3.0,9.0,19.0,16.0,10.0,20.0,21.0,6.0
16.0,16.0,8.0,17.0,14.0,5.0,23.0,31.0,4.0
15.0,14.0,16.0,17.0,7.0,10.0,12.0,22.0,4.0
10.0,4.0,15.0,23.0,12.0,6.0,21.0,31.0,4.0
