40.0,38.0,95.0,101.0,33.0,23.0,23.0,59.0
34.0,41.0,109.0,116.0,41.0,26.0,26.0,55.0
45.0,45.0,121.0,142.0,32.0,30.0,30.0,55.0
37.0,49.0,135.0,158.0,36.0,30.0,30.0,55.0
41.0,53.0,149.0,155.0,28.0,34.0,34.0,65.0
65.0,57.0,166.0,196.0,35.0,37.0,37.0,77.0
