episode,reward,r_acc,r_action
115,-2094.258301,-2044.333344,-49.924922
116,-2352.837646,-2313.000015,-39.837550
117,-2175.581299,-2123.222214,-52.359087
118,-2490.816406,-2438.888885,-51.927675
119,-2300.389404,-2255.444427,-44.945010
120,-2486.907715,-2442.333359,-44.574403
121,-2712.603760,-2660.222198,-52.381536
122,-3196.108643,-3153.111191,-42.997503
123,-2478.368652,-2430.000000,-48.368436
124,-2250.780762,-2196.111099,-54.669677
125,-2327.468750,-2271.000031,-56.468721
126,-2508.668701,-2468.444443,-40.224250
127,-2517.360596,-2464.000000,-53.360566
128,-2713.835449,-2650.777802,-63.057580
129,-2553.453125,-2499.333313,-54.119733
130,-2657.898193,-2611.222214,-46.675923
131,-2188.656494,-2148.000015,-40.656649
132,-2469.695557,-2404.777771,-64.917721
133,-2378.878418,-2333.444443,-45.433997
134,-2071.047852,-2017.555542,-53.492465
135,-2237.590576,-2182.222198,-55.368289
136,-2618.247803,-2569.111099,-49.136664
137,-2455.001465,-2392.888947,-62.112549
138,-2750.150879,-2694.777817,-55.372942
139,-2708.119385,-2643.444489,-64.674891
140,-3241.198975,-3184.333298,-56.865802
141,-2748.801514,-2704.222214,-44.579220
142,-2546.661377,-2498.111130,-48.550160
143,-2549.495117,-2498.555542,-50.939604
144,-2174.832275,-2121.777786,-53.054634
145,-1859.516602,-1793.222229,-66.294376
146,-2201.250488,-2151.666702,-49.583898
147,-2472.471191,-2425.888855,-46.582332
148,-2175.603760,-2119.777771,-55.826149
149,-2425.120117,-2377.888901,-47.231307
150,-2230.106445,-2172.777756,-57.328610
151,-3075.369385,-3027.444427,-47.924851
152,-2159.499756,-2095.666702,-63.833055
153,-1936.488892,-1876.111115,-60.377875
154,-2329.576660,-2277.666672,-51.910118
155,-2632.103516,-2580.333298,-51.770127
156,-2350.979736,-2292.444458,-58.535385
157,-2578.691895,-2517.333344,-61.358754
158,-2178.239014,-2139.666672,-38.572361
159,-2567.404785,-2519.444427,-47.960419
160,-2081.794678,-2028.666687,-53.128084
161,-2064.286377,-2016.111084,-48.175192
162,-2732.548096,-2666.555573,-65.992434
163,-2924.334473,-2880.666687,-43.667863
164,-1837.229858,-1788.222214,-49.007472
165,-2613.040039,-2567.222198,-45.817961
166,-2553.592529,-2508.666641,-44.925868
167,-2333.475586,-2279.555573,-53.919910
168,-2964.831787,-2922.111145,-42.720668
169,-2825.507080,-2768.111115,-57.396014
170,-3089.570312,-3044.111176,-45.459257
171,-2547.648926,-2496.333321,-51.315647
172,-2532.478271,-2474.888885,-57.589521
173,-2493.887695,-2440.111099,-53.776546
174,-2240.095947,-2182.888855,-57.207149
175,-2357.563232,-2310.555527,-47.007755
176,-2487.982422,-2419.222229,-68.760112
177,-2014.772949,-1960.888916,-53.884061
178,-2153.406006,-2101.777802,-51.628221
179,-1777.135498,-1721.666672,-55.468874
180,-2226.411621,-2176.333328,-50.078301
181,-2111.650391,-2050.000000,-61.650511
182,-2144.324707,-2077.777786,-66.546869
183,-2292.384033,-2226.777802,-65.606064
184,-1742.064209,-1680.666687,-61.397539
185,-1800.644409,-1753.888939,-46.755479
186,-2725.564697,-2672.444473,-53.120015
187,-1851.552612,-1789.222244,-62.330371
188,-1592.796997,-1539.222244,-53.574667
189,-1507.415649,-1452.222214,-55.193432
190,-2146.287109,-2094.111069,-52.176093
191,-1953.321045,-1902.444458,-50.876633
192,-1768.324463,-1721.444443,-46.879951
193,-2067.189941,-2014.111092,-53.078832
194,-1636.840698,-1589.222214,-47.618347
195,-2480.750732,-2425.444458,-55.306209
196,-1518.204834,-1464.666656,-53.538099
197,-1342.419189,-1294.111145,-48.308054
198,-1905.293091,-1857.333328,-47.959779
199,-2058.114990,-2004.222229,-53.892692
200,-2118.458740,-2062.000015,-56.458828
201,-2032.214966,-1985.444458,-46.770543
202,-2316.900391,-2255.111099,-61.789288
203,-2325.855225,-2274.666656,-51.188662
204,-1838.968262,-1782.777802,-56.190497
205,-1723.146606,-1667.000023,-56.146592
206,-1789.175659,-1738.222229,-50.953441
207,-1718.203491,-1670.111099,-48.092278
208,-1954.973145,-1888.000015,-66.973268
209,-1977.354492,-1906.777763,-70.576698
210,-1939.833374,-1878.999985,-60.833411
211,-2348.369629,-2301.555557,-46.814065
212,-1986.518433,-1924.777725,-61.740772
213,-1799.615723,-1747.888893,-51.726871
214,-1517.852295,-1461.222198,-56.630159
215,-2302.808105,-2238.333313,-64.474592
216,-2383.667480,-2332.333313,-51.334268
217,-2282.265137,-2212.444443,-69.820637
218,-1745.260498,-1683.888931,-61.371679
219,-2070.036621,-2010.888855,-59.147817
220,-1527.726074,-1478.333344,-49.392716
221,-1164.003662,-1112.444447,-51.559143
222,-1971.696289,-1925.111053,-46.585238
223,-1631.577515,-1571.444435,-60.133053
224,-1998.781250,-1947.000000,-51.781214
225,-1279.240967,-1233.333366,-45.907618
226,-1585.130249,-1520.555557,-64.574616
227,-1761.520386,-1716.999985,-44.520377
228,-1657.748657,-1595.222229,-62.526476
229,-1556.400757,-1488.444466,-67.956309
230,-2029.377075,-1974.888908,-54.488157
231,-1964.063721,-1890.888901,-73.174865
232,-1656.006348,-1603.666679,-52.339635
233,-1578.609741,-1520.222206,-58.387514
234,-1197.236328,-1144.222221,-53.014078
235,-1661.223022,-1605.777786,-55.445374
236,-1613.240845,-1573.333305,-39.907467
237,-1807.293213,-1757.777771,-49.515498
238,-1913.574951,-1854.333328,-59.241497
239,-1699.046143,-1635.444443,-63.601644
240,-2085.288818,-2025.777786,-59.511052
241,-1389.496338,-1325.444435,-64.051866
242,-1849.228760,-1793.888893,-55.339804
243,-1954.921509,-1897.222229,-57.699465
244,-2136.671631,-2057.666687,-79.005138
245,-1952.753174,-1891.555557,-61.197646
246,-1681.933228,-1626.111099,-55.822178
247,-1573.527344,-1508.333374,-65.194016
248,-1732.756226,-1666.999992,-65.756159
249,-1565.674194,-1519.111130,-46.562971
250,-1688.750732,-1649.666687,-39.084128
251,-1545.189941,-1489.111099,-56.078896
252,-2127.723145,-2050.666641,-77.056600
253,-1479.479370,-1425.666656,-53.812704
254,-1749.819214,-1699.222198,-50.597018
255,-1686.499634,-1640.555542,-45.944083
256,-1512.140137,-1451.222221,-60.917907
257,-2000.075806,-1950.888885,-49.186954
258,-1568.333862,-1522.111130,-46.222811
259,-1802.752808,-1745.777756,-56.974997
260,-1852.591675,-1797.333344,-55.258320
261,-1686.915894,-1634.444458,-52.471353
262,-1553.877563,-1494.666679,-59.210913
263,-1721.826294,-1664.555519,-57.270756
264,-1606.440918,-1530.666672,-75.774268
265,-1468.847534,-1414.444427,-54.403055
266,-1593.869751,-1536.222252,-57.647426
267,-1188.764038,-1138.666702,-50.097385
268,-1778.364746,-1712.888863,-65.475860
269,-1682.363037,-1621.222198,-61.140819
270,-1352.868042,-1293.888901,-58.979082
271,-1661.846069,-1606.222214,-55.623834
272,-1949.121094,-1883.000015,-66.121034
273,-1656.445435,-1604.333313,-52.112132
274,-1333.585083,-1271.888916,-61.696167
275,-1770.749878,-1710.222260,-60.527690
276,-1329.501221,-1272.111107,-57.390140
277,-1368.251343,-1317.999969,-50.251262
278,-1466.754639,-1403.888870,-62.865784
279,-1580.294678,-1518.222229,-62.072342
280,-1308.172485,-1241.888885,-66.283577
281,-1113.963623,-1058.666672,-55.297028
282,-1214.767700,-1157.888908,-56.878726
283,-917.837524,-864.555534,-53.281982
284,-1217.872559,-1151.222206,-66.650341
285,-1133.685181,-1088.777802,-44.907368
286,-1482.174072,-1424.111115,-58.063078
287,-1422.223022,-1352.777756,-69.445358
288,-1259.007202,-1205.777767,-53.229378
289,-1385.010864,-1328.111130,-56.899692
290,-1406.314331,-1352.888901,-53.425457
291,-1037.887207,-987.111099,-50.776206
292,-1097.068726,-1029.666649,-67.402082
293,-1033.844482,-985.444443,-48.400001
294,-1287.247314,-1238.555542,-48.691767
295,-1231.898804,-1166.111115,-65.787711
296,-1115.871338,-1060.888889,-54.982403
297,-1450.808716,-1386.666672,-64.142015
298,-997.168579,-942.444458,-54.724121
299,-1384.626221,-1312.444450,-72.181721
300,-1171.316650,-1112.555573,-58.761060
301,-1209.848999,-1153.000000,-56.849056
302,-1216.086182,-1153.222221,-62.863869
303,-1185.963379,-1131.000023,-54.963330
304,-1658.907715,-1617.666656,-41.241075
305,-1757.798828,-1691.333328,-66.465624
306,-1051.357544,-1004.666695,-46.690880
307,-1172.141724,-1111.666664,-60.475021
308,-1260.268921,-1202.888901,-57.379985
309,-1345.059570,-1285.444427,-59.615223
310,-1055.808228,-996.888901,-58.919262
311,-939.253357,-880.444435,-58.808879
312,-1422.889404,-1363.777794,-59.111488
313,-1080.628418,-1021.555565,-59.072779
314,-907.751709,-852.444447,-55.307294
315,-1134.079468,-1071.555542,-62.523859
316,-1127.832886,-1064.777794,-63.055054
317,-1144.856079,-1093.888901,-50.967173
318,-781.270203,-724.333332,-56.936800
319,-966.861145,-915.777786,-51.083369
320,-1236.485229,-1197.444450,-39.040846
321,-1084.247681,-1011.444477,-72.803183
322,-808.150574,-735.111115,-73.039477
323,-1062.156982,-999.666656,-62.490332
324,-1467.911865,-1404.333328,-63.578578
325,-928.615295,-871.888901,-56.726421
326,-692.459534,-636.111103,-56.348407
327,-1021.196899,-946.000008,-75.196851
328,-1050.160645,-983.777775,-66.382854
329,-1051.521973,-995.555565,-55.966412
330,-981.865417,-923.222240,-58.643211
331,-1068.206421,-1003.000008,-65.206322
332,-914.161621,-865.888878,-48.272777
333,-807.294861,-745.777786,-61.517046
334,-1232.565186,-1170.999985,-61.565234
335,-954.693604,-903.666679,-51.026911
336,-1178.200684,-1125.333328,-52.867412
337,-846.848633,-775.222221,-71.626428
338,-1299.688354,-1237.111107,-62.577339
339,-899.080078,-837.666664,-61.413360
340,-722.351624,-649.666664,-72.684946
341,-662.835266,-618.222214,-44.613120
342,-501.088776,-459.555561,-41.533224
343,-813.743103,-750.222206,-63.520871
344,-460.231659,-394.444439,-65.787225
345,-589.836060,-521.666676,-68.169376
346,-446.271240,-392.888889,-53.382365
347,-848.118164,-802.444443,-45.673716
348,-678.681030,-619.000000,-59.681043
349,-600.960999,-540.444435,-60.516534
350,-704.160400,-632.999981,-71.160370
351,-670.606995,-611.444435,-59.162546
352,-718.303650,-662.999996,-55.303679
353,-580.704468,-512.999996,-67.704455
354,-817.831299,-765.666664,-52.164609
355,-803.223633,-735.888895,-67.334716
356,-697.776428,-630.777779,-66.998694
357,-480.305756,-417.111115,-63.194598
358,-568.750549,-512.888885,-55.861688
359,-539.525085,-482.333332,-57.191790
360,-505.391022,-438.555553,-66.835473
361,-406.277039,-340.444447,-65.832591
362,-468.077545,-397.666674,-70.410896
363,-516.446777,-472.000008,-44.446759
364,-447.928589,-385.666672,-62.261884
365,-577.980774,-535.666660,-42.314151
366,-511.537445,-434.555557,-76.981890
367,-568.371277,-491.888893,-76.482368
368,-348.931641,-288.222225,-60.709418
369,-402.321747,-331.666660,-70.655091
370,-452.533356,-393.444442,-59.088925
371,-595.204346,-511.999996,-83.204357
372,-581.188843,-513.000000,-68.188816
373,-580.613586,-513.555563,-67.058020
374,-340.558044,-270.777773,-69.780272
375,-435.019745,-368.666666,-66.353115
376,-255.514923,-190.111108,-65.403820
377,-494.282928,-426.111120,-68.171819
378,-442.218811,-395.666668,-46.552133
379,-548.043213,-485.000004,-63.043205
380,-356.193237,-278.111116,-78.082102
381,-348.385162,-275.222227,-73.162947
382,-474.068420,-402.000009,-72.068421
383,-225.997437,-145.888887,-80.108548
384,-270.498291,-195.111114,-75.387177
385,-306.655701,-239.333334,-67.322346
386,-305.531677,-221.111113,-84.420561
387,-418.812866,-363.111111,-55.701769
388,-286.514252,-224.111109,-62.403140
389,-351.068115,-284.444452,-66.623692
390,-289.373138,-229.555559,-59.817574
391,-417.357086,-341.222213,-76.134868
392,-256.236053,-202.333334,-53.902716
393,-309.003296,-218.111109,-90.892203
394,-297.522858,-239.000000,-58.522876
395,-276.903229,-211.222221,-65.681016
396,-233.156265,-165.999996,-67.156276
397,-231.414185,-170.777779,-60.636405
398,-347.688599,-300.444443,-47.244148
399,-250.577316,-183.999998,-66.577317
400,-368.914978,-307.333332,-61.581638
401,-225.703568,-164.222220,-61.481352
402,-194.813446,-130.111111,-64.702336
403,-297.745483,-226.444443,-71.301031
404,-248.325470,-186.444441,-61.881021
405,-323.868866,-247.777779,-76.091107
406,-238.352081,-174.222221,-64.129854
407,-199.319687,-133.555554,-65.764125
408,-348.821411,-266.777781,-82.043628
409,-284.194336,-214.333332,-69.861003
410,-263.084564,-193.111106,-69.973446
411,-215.014206,-143.111113,-71.903095
412,-236.218765,-172.444441,-63.774332
413,-269.650635,-205.555557,-64.095058
414,-201.409943,-135.111111,-66.298843
415,-295.060089,-215.333333,-79.726760
416,-200.710754,-144.666666,-56.044078
417,-237.381836,-154.111111,-83.270726
418,-264.832062,-201.333336,-63.498730
419,-247.008057,-176.555553,-70.452499
420,-275.055634,-200.666670,-74.388972
421,-344.734680,-279.444447,-65.290237
422,-274.502228,-203.222219,-71.280001
423,-296.566101,-206.666667,-89.899427
424,-337.992035,-246.666664,-91.325359
425,-293.401794,-222.888889,-70.512903
426,-340.463348,-248.111109,-92.352223
427,-293.459808,-238.444440,-55.015354
428,-410.748383,-332.222218,-78.526170
429,-276.132385,-218.444447,-57.687951
430,-300.240082,-197.222220,-103.017864
431,-315.133087,-242.222225,-72.910873
432,-286.117462,-224.666664,-61.450815
433,-281.866516,-217.555555,-64.310964
434,-267.865662,-198.888886,-68.976766
435,-310.152802,-246.555557,-63.597254
436,-355.631134,-269.444437,-86.186708
437,-329.836212,-243.333336,-86.502894
438,-310.246368,-231.222224,-79.024151
439,-310.397003,-222.333329,-88.063675
440,-282.773743,-210.999999,-71.773743
441,-280.023224,-182.777776,-97.245442
442,-268.171112,-196.555553,-71.615544
443,-294.674072,-220.777777,-73.896301
444,-232.080307,-165.888889,-66.191416
445,-279.713287,-212.666666,-67.046623
446,-361.219971,-287.111118,-74.108855
447,-199.929367,-147.000005,-52.929363
448,-264.142822,-194.888889,-69.253926
449,-232.283340,-150.888888,-81.394447
450,-247.676880,-171.888887,-75.787999
451,-195.637207,-136.888889,-58.748319
452,-267.675018,-181.444448,-86.230587
453,-292.008423,-223.222222,-68.786200
454,-229.177551,-167.555554,-61.622000
455,-253.508545,-190.888893,-62.619646
456,-202.322266,-132.666666,-69.655611
457,-282.793610,-192.000002,-90.793619
458,-207.116440,-139.888890,-67.227562
459,-281.566925,-203.555555,-78.011375
460,-297.077148,-218.222219,-78.854934
461,-313.416321,-252.222226,-61.194087
462,-354.965546,-284.000000,-70.965566
463,-295.626526,-234.777781,-60.848757
464,-270.272766,-204.111113,-66.161655
465,-269.271118,-198.666670,-70.604450
466,-278.180786,-218.444445,-59.736315
467,-298.810059,-224.888889,-73.921171
468,-258.994049,-190.222225,-68.771836
469,-325.553589,-255.444447,-70.109148
470,-259.674377,-166.888887,-92.785484
471,-236.904205,-168.111112,-68.793084
472,-264.551880,-199.444443,-65.107419
473,-267.007355,-205.777779,-61.229591
474,-242.934891,-197.555553,-45.379336
475,-270.306824,-210.111108,-60.195700
476,-362.213806,-265.111113,-97.102687
477,-254.170135,-187.777777,-66.392340
478,-266.615051,-203.111112,-63.503930
479,-255.310913,-180.888885,-74.422032
480,-266.629089,-212.444444,-54.184646
481,-287.700134,-212.666668,-75.033447
482,-271.226990,-192.999998,-78.226992
483,-344.374298,-253.555561,-90.818719
484,-267.358215,-213.444445,-53.913770
485,-325.335327,-255.777773,-69.557560
486,-270.517578,-190.666669,-79.850906
487,-324.046906,-251.444443,-72.602436
488,-281.877533,-216.333338,-65.544210
489,-249.551224,-191.888891,-57.662329
490,-325.935913,-219.888884,-106.047035
491,-260.270905,-198.555557,-61.715354
492,-341.611938,-269.222225,-72.389733
493,-354.588257,-296.777773,-57.810503
494,-214.984985,-161.000000,-53.984975
495,-312.956085,-244.666666,-68.289398
496,-298.442413,-211.111110,-87.331321
497,-242.973434,-162.666663,-80.306759
498,-268.234711,-185.555561,-82.679147
499,-238.160843,-166.333332,-71.827503
500,-268.953308,-203.111111,-65.842198
501,-491.518341,-436.444445,-55.073912
502,-386.632721,-311.999995,-74.632754
503,-370.224548,-286.222220,-84.002341
504,-375.731598,-306.111115,-69.620488
505,-400.262238,-332.555559,-67.706672
506,-371.319489,-295.222225,-76.097261
507,-455.967865,-377.111117,-78.856744
508,-437.725342,-376.111111,-61.614231
509,-422.011230,-343.888894,-78.122317
510,-362.957245,-293.888886,-69.068323
511,-321.333923,-230.333335,-91.000597
512,-431.605896,-332.777777,-98.828118
513,-450.639740,-369.111107,-81.528594
514,-361.985046,-300.000002,-61.985041
515,-348.616028,-279.555555,-69.060479
516,-391.664001,-311.222225,-80.441762
517,-354.939148,-280.666668,-74.272472
518,-336.008881,-268.444445,-67.564417
519,-462.938080,-394.111111,-68.826983
520,-393.221649,-314.777782,-78.443838
521,-407.795837,-331.888896,-75.906947
522,-489.725525,-398.555552,-91.169998
523,-422.648102,-344.777779,-77.870355
524,-399.191833,-331.333338,-67.858524
525,-446.160217,-370.888899,-75.271358
526,-481.579987,-400.333332,-81.246682
527,-433.313904,-368.888891,-64.424983
528,-423.143433,-358.222221,-64.921189
529,-441.452362,-364.333333,-77.119034
530,-419.079590,-303.999992,-115.079584
531,-469.564178,-371.666672,-97.897518
532,-380.996277,-318.555559,-62.440719
533,-419.443878,-321.999998,-97.443856
534,-407.081696,-312.777784,-94.303908
535,-439.546631,-362.111111,-77.435511
536,-522.258118,-448.111115,-74.146996
537,-346.016510,-285.222225,-60.794285
538,-328.511658,-256.888885,-71.622756
539,-331.081635,-274.555559,-56.526103
540,-400.644836,-313.888884,-86.755955
541,-356.179382,-264.333332,-91.846041
542,-420.731079,-327.444448,-93.286619
543,-501.825562,-403.777773,-98.047793
544,-510.820801,-412.777779,-98.043034
545,-390.910034,-316.888893,-74.021133
546,-314.527557,-228.999998,-85.527595
547,-450.201447,-362.888893,-87.312570
548,-550.262451,-450.444450,-99.817994
549,-403.872589,-342.555552,-61.317044
550,-328.520966,-274.999996,-53.520962
551,-420.065216,-341.333334,-78.731887
552,-415.314697,-345.555563,-69.759124
553,-399.827789,-338.333335,-61.494461
554,-394.674591,-307.222228,-87.452378
555,-424.966888,-344.777789,-80.189099
556,-437.577911,-356.111109,-81.466811
557,-309.528534,-237.444447,-72.084087
558,-394.820953,-314.777775,-80.043162
559,-329.079498,-247.444447,-81.635021
560,-442.734131,-365.444439,-77.289688
561,-340.925903,-288.555563,-52.370331
562,-379.931183,-296.999998,-82.931186
563,-368.466370,-304.444443,-64.021959
564,-404.989441,-342.666662,-62.322780
565,-333.534485,-271.888887,-61.645589
566,-324.520447,-252.999997,-71.520480
567,-360.515411,-278.111115,-82.404299
568,-322.727081,-258.777779,-63.949296
569,-429.615753,-351.111109,-78.504625
570,-351.036926,-261.444445,-89.592473
571,-341.701019,-260.222223,-81.478766
572,-424.569153,-331.333332,-93.235832
573,-367.154266,-290.333334,-76.820937
574,-404.852417,-337.333332,-67.519076
575,-358.818085,-267.555559,-91.262524
576,-373.515259,-291.888891,-81.626346
577,-385.847260,-313.666669,-72.180584
578,-341.139099,-282.666666,-58.472448
579,-399.441132,-314.222223,-85.218918
580,-404.031708,-316.666658,-87.365059
581,-390.985809,-307.333336,-83.652477
582,-341.829071,-274.888889,-66.940188
583,-438.052612,-354.666668,-83.385944
584,-320.520630,-224.000000,-96.520627
585,-383.377930,-289.111113,-94.266844
586,-297.785309,-238.888891,-58.896419
587,-377.163483,-302.777781,-74.385702
588,-448.391052,-340.333334,-108.057709
589,-461.164429,-347.222225,-113.942213
590,-374.141785,-283.777773,-90.364021
591,-391.064392,-296.555561,-94.508793
592,-386.295197,-331.999996,-54.295219
593,-401.085327,-296.555552,-104.529800
594,-377.655243,-291.111115,-86.544111
595,-357.649872,-279.000002,-78.649858
596,-375.869293,-297.222223,-78.647107
597,-365.483521,-276.555555,-88.927954
598,-315.988312,-244.777773,-71.210544
599,-316.542206,-233.555557,-82.986640
600,-348.106049,-274.333337,-73.772716
601,-270.216217,-219.666665,-50.549553
602,-385.612793,-314.333334,-71.279424
603,-333.107056,-273.666668,-59.440382
604,-253.274216,-192.444443,-60.829755
605,-400.485321,-325.000000,-75.485324
606,-363.742737,-281.999996,-81.742747
607,-393.360565,-321.888891,-71.471638
608,-337.755066,-264.777780,-72.977282
609,-352.503296,-259.111109,-93.392206
610,-425.313995,-338.111113,-87.202868
611,-403.358826,-299.666670,-103.692169
612,-288.646912,-218.666668,-69.980253
613,-474.479218,-369.222229,-105.257007
614,-346.084320,-281.777781,-64.306533
615,-324.775116,-236.777781,-87.997330
616,-466.276184,-382.222225,-84.053974
617,-426.667206,-354.666667,-72.000519
618,-350.314941,-268.333333,-81.981616
619,-364.262451,-266.888887,-97.373563
620,-352.055145,-268.444445,-83.610673
621,-312.386566,-235.555557,-76.831031
622,-267.775116,-212.444448,-55.330664
623,-332.563080,-251.888889,-80.674184
624,-297.037476,-214.000000,-83.037494
625,-427.340973,-347.444439,-79.896546
626,-328.373444,-248.222219,-80.151232
627,-464.783478,-381.555557,-83.227925
628,-326.307068,-252.999996,-73.307063
629,-281.343628,-206.222221,-75.121411
630,-359.057495,-293.444441,-65.613045
631,-339.230164,-255.555557,-83.674633
632,-306.327057,-240.555550,-65.771526
633,-387.690918,-294.222219,-93.468682
634,-288.136780,-212.222226,-75.914553
635,-407.755798,-332.666668,-75.089161
636,-330.978943,-263.666664,-67.312287
637,-299.042450,-228.888889,-70.153589
638,-307.072510,-228.222221,-78.850272
639,-328.599213,-260.444443,-68.154781
640,-287.686066,-213.666667,-74.019415
641,-327.586090,-243.666664,-83.919424
642,-342.463531,-280.888888,-61.574654
643,-272.765717,-200.111113,-72.654620
644,-273.748413,-217.888887,-55.859540
645,-302.468964,-247.666662,-54.802312
646,-277.126343,-210.555552,-66.570768
647,-278.682953,-206.222226,-72.460727
648,-248.866638,-200.333332,-48.533309
649,-266.014709,-177.444443,-88.570274
650,-276.897827,-210.444444,-66.453370
651,-311.890717,-229.111113,-82.779621
652,-303.991882,-223.666662,-80.325236
653,-288.433868,-227.000000,-61.433871
654,-381.693848,-295.222219,-86.471610
655,-335.885559,-266.555560,-69.330012
656,-338.267853,-285.666666,-52.601213
657,-276.963776,-209.444445,-67.519322
658,-331.037292,-269.333336,-61.703963
659,-210.051086,-154.666667,-55.384419
660,-275.225494,-214.111111,-61.114380
661,-267.509460,-209.777779,-57.731672
662,-300.520935,-232.333332,-68.187619
663,-254.651123,-200.555553,-54.095576
664,-296.985199,-245.333335,-51.651853
665,-272.531555,-207.888887,-64.642669
666,-250.695328,-196.888885,-53.806447
