episode,reward,r_acc
480,-32198.250000,-32198.250000
481,-29604.125000,-29604.125000
482,-32598.250000,-32598.250000
483,-31421.625000,-31421.625000
484,-32856.125000,-32856.125000
485,-31256.000000,-31256.000000
486,-32800.500000,-32800.500000
487,-33706.125000,-33706.125000
488,-35354.500000,-35354.500000
489,-34640.750000,-34640.750000
490,-35463.875000,-35463.875000
491,-32617.375000,-32617.375000
492,-32038.375000,-32038.375000
493,-33060.625000,-33060.625000
494,-32410.125000,-32410.125000
495,-35090.125000,-35090.125000
496,-34067.125000,-34067.125000
497,-33767.000000,-33767.000000
498,-35854.375000,-35854.375000
499,-32081.000000,-32081.000000
500,-32302.875000,-32302.875000
501,-32891.500000,-32891.500000
502,-34291.000000,-34291.000000
503,-31053.000000,-31053.000000
504,-32223.375000,-32223.375000
505,-34063.000000,-34063.000000
506,-32845.250000,-32845.250000
507,-34256.000000,-34256.000000
508,-33460.375000,-33460.375000
509,-32440.750000,-32440.750000
510,-30872.875000,-30872.875000
511,-33939.625000,-33939.625000
512,-34103.625000,-34103.625000
513,-35350.125000,-35350.125000
514,-33009.125000,-33009.125000
515,-36102.125000,-36102.125000
516,-33780.000000,-33780.000000
517,-32091.750000,-32091.750000
518,-31645.125000,-31645.125000
519,-31794.250000,-31794.250000
520,-35728.125000,-35728.125000
521,-33868.250000,-33868.250000
522,-34538.125000,-34538.125000
523,-32903.000000,-32903.000000
524,-33894.375000,-33894.375000
525,-32843.250000,-32843.250000
526,-32388.000000,-32388.000000
527,-31514.375000,-31514.375000
528,-30570.750000,-30570.750000
529,-34393.375000,-34393.375000
530,-33854.875000,-33854.875000
531,-32617.750000,-32617.750000
532,-33931.000000,-33931.000000
533,-30658.250000,-30658.250000
534,-34949.875000,-34949.875000
535,-32548.250000,-32548.250000
536,-32180.500000,-32180.500000
537,-32166.000000,-32166.000000
538,-33167.875000,-33167.875000
539,-33306.375000,-33306.375000
540,-33931.875000,-33931.875000
541,-35593.250000,-35593.250000
542,-31561.375000,-31561.375000
543,-31388.500000,-31388.500000
544,-33159.750000,-33159.750000
545,-35967.750000,-35967.750000
546,-34001.250000,-34001.250000
547,-30817.125000,-30817.125000
548,-32678.250000,-32678.250000
549,-33511.750000,-33511.750000
550,-33021.750000,-33021.750000
551,-32070.500000,-32070.500000
552,-32685.875000,-32685.875000
553,-32813.625000,-32813.625000
554,-34334.000000,-34334.000000
555,-33345.750000,-33345.750000
556,-31589.875000,-31589.875000
557,-33776.500000,-33776.500000
558,-31104.000000,-31104.000000
559,-32101.125000,-32101.125000
560,-29923.500000,-29923.500000
561,-30442.375000,-30442.375000
562,-35104.125000,-35104.125000
563,-32222.000000,-32222.000000
564,-29599.000000,-29599.000000
565,-32376.750000,-32376.750000
566,-35176.625000,-35176.625000
567,-32393.125000,-32393.125000
568,-31920.625000,-31920.625000
569,-33069.375000,-33069.375000
570,-33941.750000,-33941.750000
571,-34604.875000,-34604.875000
572,-35327.875000,-35327.875000
573,-31232.125000,-31232.125000
574,-32068.500000,-32068.500000
575,-33837.500000,-33837.500000
576,-34731.000000,-34731.000000
577,-30593.500000,-30593.500000
578,-35795.250000,-35795.250000
579,-30574.000000,-30574.000000
580,-34264.125000,-34264.125000
581,-30380.125000,-30380.125000
582,-33367.375000,-33367.375000
583,-32276.750000,-32276.750000
584,-31446.875000,-31446.875000
585,-33343.625000,-33343.625000
586,-32721.375000,-32721.375000
587,-32477.625000,-32477.625000
588,-36349.125000,-36349.125000
589,-33347.500000,-33347.500000
590,-33930.500000,-33930.500000
591,-35108.625000,-35108.625000
592,-32927.125000,-32927.125000
593,-30509.000000,-30509.000000
594,-31020.875000,-31020.875000
595,-33133.000000,-33133.000000
596,-31290.000000,-31290.000000
597,-34851.250000,-34851.250000
598,-36467.500000,-36467.500000
599,-33450.625000,-33450.625000
600,-31105.375000,-31105.375000
601,-30556.750000,-30556.750000
602,-33242.250000,-33242.250000
603,-33610.875000,-33610.875000
604,-33146.750000,-33146.750000
605,-30673.125000,-30673.125000
606,-33477.625000,-33477.625000
607,-32432.625000,-32432.625000
608,-34461.875000,-34461.875000
609,-34046.250000,-34046.250000
610,-33560.000000,-33560.000000
611,-33997.875000,-33997.875000
612,-32510.625000,-32510.625000
613,-33069.375000,-33069.375000
614,-32266.875000,-32266.875000
615,-33908.500000,-33908.500000
616,-30710.250000,-30710.250000
617,-30306.750000,-30306.750000
618,-34456.250000,-34456.250000
619,-32253.750000,-32253.750000
620,-31778.500000,-31778.500000
621,-33265.875000,-33265.875000
622,-35106.375000,-35106.375000
623,-34067.250000,-34067.250000
624,-32769.375000,-32769.375000
625,-32097.625000,-32097.625000
626,-32325.000000,-32325.000000
627,-32651.500000,-32651.500000
628,-32544.500000,-32544.500000
629,-32265.125000,-32265.125000
630,-33397.875000,-33397.875000
631,-31791.000000,-31791.000000
632,-32686.250000,-32686.250000
633,-32756.500000,-32756.500000
634,-33022.625000,-33022.625000
635,-31447.375000,-31447.375000
636,-31804.375000,-31804.375000
637,-32076.875000,-32076.875000
638,-36160.250000,-36160.250000
639,-31316.875000,-31316.875000
640,-31203.375000,-31203.375000
641,-32723.375000,-32723.375000
642,-32482.250000,-32482.250000
643,-33326.000000,-33326.000000
644,-33278.250000,-33278.250000
645,-33112.125000,-33112.125000
646,-31940.375000,-31940.375000
647,-33546.000000,-33546.000000
648,-34140.000000,-34140.000000
649,-33029.125000,-33029.125000
650,-31767.500000,-31767.500000
651,-30472.750000,-30472.750000
652,-32122.125000,-32122.125000
653,-32553.625000,-32553.625000
654,-31924.375000,-31924.375000
655,-35691.875000,-35691.875000
656,-34036.500000,-34036.500000
657,-32332.875000,-32332.875000
658,-32572.250000,-32572.250000
659,-30758.500000,-30758.500000
660,-33980.750000,-33980.750000
661,-30344.000000,-30344.000000
662,-34075.750000,-34075.750000
663,-32957.375000,-32957.375000
664,-33222.250000,-33222.250000
665,-32588.750000,-32588.750000
666,-31422.500000,-31422.500000
667,-33270.750000,-33270.750000
668,-31869.000000,-31869.000000
669,-34630.375000,-34630.375000
670,-33848.750000,-33848.750000
671,-32673.500000,-32673.500000
672,-34082.750000,-34082.750000
673,-31721.750000,-31721.750000
674,-32612.250000,-32612.250000
675,-31062.500000,-31062.500000
676,-30410.875000,-30410.875000
677,-32281.000000,-32281.000000
678,-33743.250000,-33743.250000
679,-33331.375000,-33331.375000
680,-32466.375000,-32466.375000
681,-34783.500000,-34783.500000
682,-31188.000000,-31188.000000
683,-32247.875000,-32247.875000
684,-34282.125000,-34282.125000
685,-33771.625000,-33771.625000
686,-33527.750000,-33527.750000
687,-33693.750000,-33693.750000
688,-34222.125000,-34222.125000
689,-32448.375000,-32448.375000
690,-34315.875000,-34315.875000
691,-34720.375000,-34720.375000
692,-32521.875000,-32521.875000
693,-31835.125000,-31835.125000
694,-29690.000000,-29690.000000
695,-32746.875000,-32746.875000
696,-31767.500000,-31767.500000
697,-31536.750000,-31536.750000
698,-32719.750000,-32719.750000
699,-32598.250000,-32598.250000
700,-31537.500000,-31537.500000
701,-31231.000000,-31231.000000
702,-30494.250000,-30494.250000
703,-33239.875000,-33239.875000
704,-31381.125000,-31381.125000
705,-32500.250000,-32500.250000
706,-30305.875000,-30305.875000
707,-32720.500000,-32720.500000
708,-32621.000000,-32621.000000
709,-34484.250000,-34484.250000
710,-32201.750000,-32201.750000
711,-31523.375000,-31523.375000
712,-32316.500000,-32316.500000
713,-32734.000000,-32734.000000
714,-33372.625000,-33372.625000
715,-34111.750000,-34111.750000
716,-32759.625000,-32759.625000
717,-32438.000000,-32438.000000
718,-34043.625000,-34043.625000
719,-35745.000000,-35745.000000
720,-32119.500000,-32119.500000
721,-30861.625000,-30861.625000
722,-31553.875000,-31553.875000
723,-32863.375000,-32863.375000
724,-30771.250000,-30771.250000
725,-35122.375000,-35122.375000
726,-34201.750000,-34201.750000
727,-30620.750000,-30620.750000
728,-33200.375000,-33200.375000
729,-33509.750000,-33509.750000
730,-31496.750000,-31496.750000
731,-31317.125000,-31317.125000
732,-31849.250000,-31849.250000
733,-33349.000000,-33349.000000
734,-30766.750000,-30766.750000
735,-31109.250000,-31109.250000
736,-32400.625000,-32400.625000
737,-34626.875000,-34626.875000
738,-33629.500000,-33629.500000
739,-32166.500000,-32166.500000
740,-32630.625000,-32630.625000
741,-31618.125000,-31618.125000
742,-32024.500000,-32024.500000
743,-34635.500000,-34635.500000
744,-33340.125000,-33340.125000
745,-34376.250000,-34376.250000
746,-33421.000000,-33421.000000
747,-30849.125000,-30849.125000
748,-33079.625000,-33079.625000
749,-33765.250000,-33765.250000
750,-34257.250000,-34257.250000
751,-30805.000000,-30805.000000
752,-32297.250000,-32297.250000
753,-33818.250000,-33818.250000
754,-31120.250000,-31120.250000
755,-33193.375000,-33193.375000
756,-35941.000000,-35941.000000
757,-36351.000000,-36351.000000
758,-34001.000000,-34001.000000
759,-31499.000000,-31499.000000
760,-32415.125000,-32415.125000
761,-36246.125000,-36246.125000
762,-33580.375000,-33580.375000
763,-30922.625000,-30922.625000
764,-33265.375000,-33265.375000
765,-30891.500000,-30891.500000
766,-33188.000000,-33188.000000
767,-34129.125000,-34129.125000
768,-33189.750000,-33189.750000
769,-29236.125000,-29236.125000
770,-33303.875000,-33303.875000
771,-32246.375000,-32246.375000
772,-33318.250000,-33318.250000
773,-31641.125000,-31641.125000
774,-30493.250000,-30493.250000
775,-32279.750000,-32279.750000
776,-33006.875000,-33006.875000
777,-34675.000000,-34675.000000
778,-33907.750000,-33907.750000
779,-31493.375000,-31493.375000
780,-32772.250000,-32772.250000
781,-31616.750000,-31616.750000
782,-31496.000000,-31496.000000
783,-32351.250000,-32351.250000
784,-32140.250000,-32140.250000
785,-32919.750000,-32919.750000
786,-31950.375000,-31950.375000
787,-32601.375000,-32601.375000
788,-34411.750000,-34411.750000
789,-33423.250000,-33423.250000
790,-34710.375000,-34710.375000
791,-33519.750000,-33519.750000
792,-30353.500000,-30353.500000
793,-32527.000000,-32527.000000
794,-30407.875000,-30407.875000
795,-32099.500000,-32099.500000
796,-32104.125000,-32104.125000
797,-33800.000000,-33800.000000
798,-32854.750000,-32854.750000
799,-33661.625000,-33661.625000
800,-31922.875000,-31922.875000
801,-31866.750000,-31866.750000
802,-31962.250000,-31962.250000
803,-33359.500000,-33359.500000
804,-32796.750000,-32796.750000
805,-31354.750000,-31354.750000
806,-35971.750000,-35971.750000
807,-34790.875000,-34790.875000
808,-33014.375000,-33014.375000
809,-33364.125000,-33364.125000
810,-32213.000000,-32213.000000
811,-32339.500000,-32339.500000
812,-33968.875000,-33968.875000
813,-30948.250000,-30948.250000
814,-34437.625000,-34437.625000
815,-33404.500000,-33404.500000
816,-35390.000000,-35390.000000
817,-32582.875000,-32582.875000
818,-32489.375000,-32489.375000
819,-31495.000000,-31495.000000
820,-32697.000000,-32697.000000
821,-31284.750000,-31284.750000
822,-32511.750000,-32511.750000
823,-36210.000000,-36210.000000
824,-32097.500000,-32097.500000
825,-33594.500000,-33594.500000
826,-32752.875000,-32752.875000
827,-32311.625000,-32311.625000
828,-31250.125000,-31250.125000
829,-35075.625000,-35075.625000
830,-35372.375000,-35372.375000
831,-35192.000000,-35192.000000
832,-31996.500000,-31996.500000
833,-31074.000000,-31074.000000
834,-32095.250000,-32095.250000
835,-32907.625000,-32907.625000
836,-34253.875000,-34253.875000
837,-32166.500000,-32166.500000
838,-31996.250000,-31996.250000
839,-32284.000000,-32284.000000
840,-32003.750000,-32003.750000
841,-31063.500000,-31063.500000
842,-33090.875000,-33090.875000
843,-31232.375000,-31232.375000
844,-32999.375000,-32999.375000
845,-33443.375000,-33443.375000
846,-34755.250000,-34755.250000
847,-31133.375000,-31133.375000
848,-31218.250000,-31218.250000
849,-32738.375000,-32738.375000
850,-30414.750000,-30414.750000
851,-32768.000000,-32768.000000
852,-29781.375000,-29781.375000
853,-29839.250000,-29839.250000
854,-32253.000000,-32253.000000
855,-31704.500000,-31704.500000
856,-35732.250000,-35732.250000
857,-33348.750000,-33348.750000
858,-31348.375000,-31348.375000
859,-32937.125000,-32937.125000
860,-30166.375000,-30166.375000
861,-32009.375000,-32009.375000
862,-31592.750000,-31592.750000
863,-31455.375000,-31455.375000
864,-35204.125000,-35204.125000
865,-34651.125000,-34651.125000
866,-34153.750000,-34153.750000
867,-32303.000000,-32303.000000
868,-36452.250000,-36452.250000
869,-31878.125000,-31878.125000
870,-32102.625000,-32102.625000
871,-33690.000000,-33690.000000
872,-31976.125000,-31976.125000
873,-32620.250000,-32620.250000
