40.0,105.0,48.0,104.0,131.0,38.0,95.0,24.0,23.0,107.0,160.0,48.0,101.0,33.0,38.0,23.0,23.0,59.0,134.0
34.0,102.0,52.0,115.0,168.0,41.0,109.0,26.0,26.0,109.0,200.0,53.0,116.0,41.0,33.0,26.0,26.0,55.0,126.0
45.0,104.0,45.0,130.0,215.0,45.0,121.0,29.0,29.0,112.0,226.0,54.0,142.0,32.0,35.0,30.0,30.0,55.0,153.0
37.0,112.0,54.0,145.0,206.0,49.0,135.0,31.0,30.0,107.0,233.0,66.0,158.0,36.0,31.0,30.0,30.0,55.0,155.0
41.0,99.0,53.0,160.0,213.0,53.0,149.0,34.0,33.0,118.0,233.0,42.0,155.0,28.0,35.0,34.0,34.0,65.0,177.0
65.0,119.0,78.0,177.0,284.0,57.0,166.0,37.0,37.0,147.0,333.0,71.0,196.0,35.0,50.0,37.0,37.0,77.0,171.0
